,Unnamed: 0,0,Dataset,Epsilon,Image,Network,Result,TotalTime,Unnamed: 0.1,Unnamed: 0.1.1,Verifier,instance,score,solved,solved_bool
18265,36388,,,0.012,84.0,mnist_9_200.onnx,time-out or unsolved,3600.0,384.0,384.0,eran,84.0 mnist_9_200.onnx 0.012,0,0,False
18272,4074,,MNIST,0.012,17.0,mnist_3_50.onnx,time-out or unsolved,3600.0,276.0,17.0,abcrown,17.0 mnist_3_50.onnx 0.012,0,0,False
18277,4075,,MNIST,0.012,17.0,mnist_3_50.onnx,time-out or unsolved,3600.0,276.0,17.0,eran,17.0 mnist_3_50.onnx 0.012,0,0,False
18305,36531,,,0.012,84.0,mnist_nn.onnx,time-out or unsolved,3600.0,884.0,,abcrown,84.0 mnist_nn.onnx 0.012,0,0,False
18311,14586,,MNIST,0.012,39.0,mnist_5_100.onnx,time-out or unsolved,3600.0,628.0,39.0,eran,39.0 mnist_5_100.onnx 0.012,0,0,False
18332,14731,,,0.012,39.0,mnist_net.onnx,time-out or unsolved,3600.0,39.0,,abcrown,39.0 mnist_net.onnx 0.012,0,0,False
18334,37366,,,0.012,86.0,mnist_net_256x4.onnx,time-out or unsolved,3600.0,586.0,,abcrown,86.0 mnist_net_256x4.onnx 0.012,0,0,False
18349,4096,,MNIST,0.012,17.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,277.0,17.0,eran,17.0 mnist_4_1024.onnx 0.012,0,0,False
18355,4095,,MNIST,0.012,17.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,277.0,17.0,abcrown,17.0 mnist_4_1024.onnx 0.012,0,0,False
18358,36489,,,0.012,84.0,mnist_net_256x4.onnx,time-out or unsolved,3600.0,584.0,,abcrown,84.0 mnist_net_256x4.onnx 0.012,0,0,False
18382,38024,,MNIST,0.012,88.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,1394.0,88.0,abcrown,88.0 mnist_4_1024.onnx 0.012,0,0,False
18383,38023,,MNIST,0.012,88.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,1394.0,88.0,eran,88.0 mnist_4_1024.onnx 0.012,0,0,False
18389,36510,,,0.012,84.0,mnist_net_256x6.onnx,time-out or unsolved,3600.0,284.0,,abcrown,84.0 mnist_net_256x6.onnx 0.012,0,0,False
18401,37429,,,0.012,86.0,rsl18a_linf01.onnx,time-out or unsolved,3600.0,186.0,,abcrown,86.0 rsl18a_linf01.onnx 0.012,0,0,False
18406,18189,,,0.012,46.0,mnist_net.onnx,time-out or unsolved,3600.0,46.0,,abcrown,46.0 mnist_net.onnx 0.012,0,0,False
18414,3384,,,0.012,15.0,mnist_net.onnx,time-out or unsolved,3600.0,15.0,,abcrown,15.0 mnist_net.onnx 0.012,0,0,False
18416,14773,,,0.012,39.0,mnist_net_256x4.onnx,time-out or unsolved,3600.0,539.0,,abcrown,39.0 mnist_net_256x4.onnx 0.012,0,0,False
18438,37053,,,0.012,86.0,fc2.onnx,time-out or unsolved,3600.0,386.0,,abcrown,86.0 fc2.onnx 0.012,0,0,False
18443,3680,,MNIST,0.012,16.0,mnist_5_100.onnx,time-out or unsolved,3600.0,261.0,16.0,abcrown,16.0 mnist_5_100.onnx 0.012,0,0,False
18445,14650,,,0.012,39.0,mnist_9_100.onnx,time-out or unsolved,3600.0,239.0,239.0,eran,39.0 mnist_9_100.onnx 0.012,0,0,False
18447,37690,,,0.012,87.0,mnist_9_200.onnx,time-out or unsolved,3600.0,387.0,387.0,bab,87.0 mnist_9_200.onnx 0.012,0,0,False
18451,37118,,MNIST,0.012,86.0,mnist_3_100.onnx,time-out or unsolved,3600.0,1360.0,86.0,eran,86.0 mnist_3_100.onnx 0.012,0,0,False
18469,37689,,,0.012,87.0,mnist_9_200.onnx,time-out or unsolved,3600.0,387.0,387.0,eran,87.0 mnist_9_200.onnx 0.012,0,0,False
18477,37221,,,0.012,86.0,mnist_6_200.onnx,time-out or unsolved,3600.0,186.0,186.0,eran,86.0 mnist_6_200.onnx 0.012,0,0,False
18482,37116,,MNIST,0.012,86.0,mnist_3_100.onnx,time-out or unsolved,3600.0,1360.0,86.0,abcrown,86.0 mnist_3_100.onnx 0.012,0,0,False
18506,3764,,,0.012,16.0,mnist_9_200.onnx,time-out or unsolved,3600.0,316.0,316.0,eran,16.0 mnist_9_200.onnx 0.012,0,0,False
18510,3325,,,0.012,15.0,mnist_9_200.onnx,time-out or unsolved,3600.0,315.0,315.0,eran,15.0 mnist_9_200.onnx 0.012,0,0,False
18521,37584,,MNIST,0.012,87.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,1378.0,87.0,eran,87.0 mnist_4_1024.onnx 0.012,0,0,False
18523,37585,,MNIST,0.012,87.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,1378.0,87.0,abcrown,87.0 mnist_4_1024.onnx 0.012,0,0,False
18534,17774,,,0.012,45.0,mnist_net_256x2.onnx,time-out or unsolved,3600.0,745.0,,abcrown,45.0 mnist_net_256x2.onnx 0.012,0,0,False
18537,3743,,,0.012,16.0,mnist_9_100.onnx,time-out or unsolved,3600.0,216.0,216.0,eran,16.0 mnist_9_100.onnx 0.012,0,0,False
18538,3678,,MNIST,0.012,16.0,mnist_5_100.onnx,time-out or unsolved,3600.0,261.0,16.0,eran,16.0 mnist_5_100.onnx 0.012,0,0,False
18542,36992,,,0.012,85.0,rsl18a_linf01.onnx,time-out or unsolved,3600.0,185.0,,abcrown,85.0 rsl18a_linf01.onnx 0.012,0,0,False
18545,18025,,MNIST,0.012,46.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,732.0,46.0,abcrown,46.0 mnist_4_1024.onnx 0.012,0,0,False
18546,18024,,MNIST,0.012,46.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,732.0,46.0,eran,46.0 mnist_4_1024.onnx 0.012,0,0,False
18554,37749,,,0.012,87.0,mnist_net.onnx,time-out or unsolved,3600.0,87.0,,abcrown,87.0 mnist_net.onnx 0.012,0,0,False
18556,3449,,,0.012,15.0,mnist_net_256x6.onnx,time-out or unsolved,3600.0,215.0,,abcrown,15.0 mnist_net_256x6.onnx 0.012,0,0,False
18566,17816,,,0.012,45.0,mnist_net_256x6.onnx,time-out or unsolved,3600.0,245.0,,abcrown,45.0 mnist_net_256x6.onnx 0.012,0,0,False
18574,37200,,,0.012,86.0,mnist_6_100.onnx,time-out or unsolved,3600.0,86.0,86.0,eran,86.0 mnist_6_100.onnx 0.012,0,0,False
18581,37160,,MNIST,0.012,86.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,1362.0,86.0,eran,86.0 mnist_4_1024.onnx 0.012,0,0,False
18582,37607,,MNIST,0.012,87.0,mnist_5_100.onnx,time-out or unsolved,3600.0,1379.0,87.0,eran,87.0 mnist_5_100.onnx 0.012,0,0,False
18598,3700,,,0.012,16.0,mnist_6_100.onnx,time-out or unsolved,3600.0,16.0,16.0,eran,16.0 mnist_6_100.onnx 0.012,0,0,False
18614,14753,,,0.012,39.0,mnist_net_256x2.onnx,time-out or unsolved,3600.0,739.0,,abcrown,39.0 mnist_net_256x2.onnx 0.012,0,0,False
18620,37179,,MNIST,0.012,86.0,mnist_5_100.onnx,time-out or unsolved,3600.0,1363.0,86.0,eran,86.0 mnist_5_100.onnx 0.012,0,0,False
18622,37180,,MNIST,0.012,86.0,mnist_5_100.onnx,time-out or unsolved,3600.0,1363.0,86.0,abcrown,86.0 mnist_5_100.onnx 0.012,0,0,False
18627,3428,,,0.012,15.0,mnist_net_256x4.onnx,time-out or unsolved,3600.0,515.0,,abcrown,15.0 mnist_net_256x4.onnx 0.012,0,0,False
18628,37628,,,0.012,87.0,mnist_6_100.onnx,time-out or unsolved,3600.0,87.0,87.0,eran,87.0 mnist_6_100.onnx 0.012,0,0,False
18633,37159,,MNIST,0.012,86.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,1362.0,86.0,abcrown,86.0 mnist_4_1024.onnx 0.012,0,0,False
18639,37137,,MNIST,0.012,86.0,mnist_3_50.onnx,time-out or unsolved,3600.0,1361.0,86.0,eran,86.0 mnist_3_50.onnx 0.012,0,0,False
18640,18005,,MNIST,0.012,46.0,mnist_3_50.onnx,time-out or unsolved,3600.0,731.0,46.0,abcrown,46.0 mnist_3_50.onnx 0.012,0,0,False
18642,37139,,MNIST,0.012,86.0,mnist_3_50.onnx,time-out or unsolved,3600.0,1361.0,86.0,abcrown,86.0 mnist_3_50.onnx 0.012,0,0,False
18645,17794,,,0.012,45.0,mnist_net_256x4.onnx,time-out or unsolved,3600.0,545.0,,abcrown,45.0 mnist_net_256x4.onnx 0.012,0,0,False
18646,3407,,,0.012,15.0,mnist_net_256x2.onnx,time-out or unsolved,3600.0,715.0,,abcrown,15.0 mnist_net_256x2.onnx 0.012,0,0,False
18665,37669,,,0.012,87.0,mnist_9_100.onnx,time-out or unsolved,3600.0,287.0,287.0,eran,87.0 mnist_9_100.onnx 0.012,0,0,False
18670,18003,,MNIST,0.012,46.0,mnist_3_50.onnx,time-out or unsolved,3600.0,731.0,46.0,eran,46.0 mnist_3_50.onnx 0.012,0,0,False
18673,37605,,MNIST,0.012,87.0,mnist_5_100.onnx,time-out or unsolved,3600.0,1379.0,87.0,abcrown,87.0 mnist_5_100.onnx 0.012,0,0,False
18680,17984,,MNIST,0.012,46.0,mnist_3_100.onnx,time-out or unsolved,3600.0,730.0,46.0,eran,46.0 mnist_3_100.onnx 0.012,0,0,False
18683,37647,,,0.012,87.0,mnist_6_200.onnx,time-out or unsolved,3600.0,187.0,187.0,eran,87.0 mnist_6_200.onnx 0.012,0,0,False
18694,3720,,,0.012,16.0,mnist_6_200.onnx,time-out or unsolved,3600.0,116.0,116.0,eran,16.0 mnist_6_200.onnx 0.012,0,0,False
18696,17983,,MNIST,0.012,46.0,mnist_3_100.onnx,time-out or unsolved,3600.0,730.0,46.0,abcrown,46.0 mnist_3_100.onnx 0.012,0,0,False
18704,36971,,,0.012,85.0,mnist_nn.onnx,time-out or unsolved,3600.0,885.0,,abcrown,85.0 mnist_nn.onnx 0.012,0,0,False
18706,37242,,,0.012,86.0,mnist_9_100.onnx,time-out or unsolved,3600.0,286.0,286.0,eran,86.0 mnist_9_100.onnx 0.012,0,0,False
18732,36806,,,0.012,85.0,mnist_9_100.onnx,time-out or unsolved,3600.0,285.0,285.0,eran,85.0 mnist_9_100.onnx 0.012,0,0,False
18733,3887,,,0.012,16.0,mnist_net_256x6.onnx,time-out or unsolved,3600.0,216.0,,abcrown,16.0 mnist_net_256x6.onnx 0.012,0,0,False
18739,37563,,MNIST,0.012,87.0,mnist_3_50.onnx,time-out or unsolved,3600.0,1377.0,87.0,eran,87.0 mnist_3_50.onnx 0.012,0,0,False
18748,3864,,,0.012,16.0,mnist_net_256x4.onnx,time-out or unsolved,3600.0,516.0,,abcrown,16.0 mnist_net_256x4.onnx 0.012,0,0,False
18751,37812,,,0.012,87.0,mnist_net_256x6.onnx,time-out or unsolved,3600.0,287.0,,abcrown,87.0 mnist_net_256x6.onnx 0.012,0,0,False
18761,36827,,,0.012,85.0,mnist_9_200.onnx,time-out or unsolved,3600.0,385.0,385.0,eran,85.0 mnist_9_200.onnx 0.012,0,0,False
18777,3637,,MNIST,0.012,16.0,mnist_3_50.onnx,time-out or unsolved,3600.0,259.0,16.0,abcrown,16.0 mnist_3_50.onnx 0.012,0,0,False
18778,3638,,MNIST,0.012,16.0,mnist_3_50.onnx,time-out or unsolved,3600.0,259.0,16.0,eran,16.0 mnist_3_50.onnx 0.012,0,0,False
18779,37325,,,0.012,86.0,mnist_net.onnx,time-out or unsolved,3600.0,86.0,,abcrown,86.0 mnist_net.onnx 0.012,0,0,False
18785,3908,,,0.012,16.0,mnist_nn.onnx,time-out or unsolved,3600.0,816.0,,abcrown,16.0 mnist_nn.onnx 0.012,0,0,False
18794,36764,,,0.012,85.0,mnist_6_100.onnx,time-out or unsolved,3600.0,85.0,85.0,eran,85.0 mnist_6_100.onnx 0.012,0,0,False
18797,37856,,,0.012,87.0,rsl18a_linf01.onnx,time-out or unsolved,3600.0,187.0,,abcrown,87.0 rsl18a_linf01.onnx 0.012,0,0,False
18800,17920,,,0.012,46.0,fc2.onnx,time-out or unsolved,3600.0,346.0,,abcrown,46.0 fc2.onnx 0.012,0,0,False
18825,37833,,,0.012,87.0,mnist_nn.onnx,time-out or unsolved,3600.0,887.0,,abcrown,87.0 mnist_nn.onnx 0.012,0,0,False
18835,36785,,,0.012,85.0,mnist_6_200.onnx,time-out or unsolved,3600.0,185.0,185.0,eran,85.0 mnist_6_200.onnx 0.012,0,0,False
18842,14609,,,0.012,39.0,mnist_6_100.onnx,time-out or unsolved,3600.0,39.0,39.0,eran,39.0 mnist_6_100.onnx 0.012,0,0,False
18844,14793,,,0.012,39.0,mnist_net_256x6.onnx,time-out or unsolved,3600.0,239.0,,abcrown,39.0 mnist_net_256x6.onnx 0.012,0,0,False
18851,3822,,,0.012,16.0,mnist_net.onnx,time-out or unsolved,3600.0,16.0,,abcrown,16.0 mnist_net.onnx 0.012,0,0,False
18859,36948,,,0.012,85.0,mnist_net_256x6.onnx,time-out or unsolved,3600.0,285.0,,abcrown,85.0 mnist_net_256x6.onnx 0.012,0,0,False
18863,18046,,MNIST,0.012,46.0,mnist_5_100.onnx,time-out or unsolved,3600.0,733.0,46.0,eran,46.0 mnist_5_100.onnx 0.012,0,0,False
18874,18047,,MNIST,0.012,46.0,mnist_5_100.onnx,time-out or unsolved,3600.0,733.0,46.0,abcrown,46.0 mnist_5_100.onnx 0.012,0,0,False
18879,17856,,,0.012,45.0,rsl18a_linf01.onnx,time-out or unsolved,3600.0,145.0,,abcrown,45.0 rsl18a_linf01.onnx 0.012,0,0,False
18907,37771,,,0.012,87.0,mnist_net_256x2.onnx,time-out or unsolved,3600.0,787.0,,abcrown,87.0 mnist_net_256x2.onnx 0.012,0,0,False
18930,36906,,,0.012,85.0,mnist_net_256x2.onnx,time-out or unsolved,3600.0,785.0,,abcrown,85.0 mnist_net_256x2.onnx 0.012,0,0,False
18932,3303,,,0.012,15.0,mnist_9_100.onnx,time-out or unsolved,3600.0,215.0,215.0,eran,15.0 mnist_9_100.onnx 0.012,0,0,False
18933,3845,,,0.012,16.0,mnist_net_256x2.onnx,time-out or unsolved,3600.0,716.0,,abcrown,16.0 mnist_net_256x2.onnx 0.012,0,0,False
18936,18066,,,0.012,46.0,mnist_6_100.onnx,time-out or unsolved,3600.0,46.0,46.0,eran,46.0 mnist_6_100.onnx 0.012,0,0,False
18939,36887,,,0.012,85.0,mnist_net.onnx,time-out or unsolved,3600.0,85.0,,abcrown,85.0 mnist_net.onnx 0.012,0,0,False
18941,37265,,,0.012,86.0,mnist_9_200.onnx,time-out or unsolved,3600.0,386.0,386.0,eran,86.0 mnist_9_200.onnx 0.012,0,0,False
18943,37564,,MNIST,0.012,87.0,mnist_3_50.onnx,time-out or unsolved,3600.0,1377.0,87.0,abcrown,87.0 mnist_3_50.onnx 0.012,0,0,False
18951,17752,,,0.012,45.0,mnist_net.onnx,time-out or unsolved,3600.0,45.0,,abcrown,45.0 mnist_net.onnx 0.012,0,0,False
18952,14630,,,0.012,39.0,mnist_6_200.onnx,time-out or unsolved,3600.0,139.0,139.0,eran,39.0 mnist_6_200.onnx 0.012,0,0,False
18955,3659,,MNIST,0.012,16.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,260.0,16.0,abcrown,16.0 mnist_4_1024.onnx 0.012,0,0,False
18956,37793,,,0.012,87.0,mnist_net_256x4.onnx,time-out or unsolved,3600.0,587.0,,abcrown,87.0 mnist_net_256x4.onnx 0.012,0,0,False
18967,36927,,,0.012,85.0,mnist_net_256x4.onnx,time-out or unsolved,3600.0,585.0,,abcrown,85.0 mnist_net_256x4.onnx 0.012,0,0,False
18980,3658,,MNIST,0.012,16.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,260.0,16.0,eran,16.0 mnist_4_1024.onnx 0.012,0,0,False
18995,34577,,,0.012,80.0,mnist_6_100.onnx,time-out or unsolved,3600.0,80.0,80.0,eran,80.0 mnist_6_100.onnx 0.012,0,0,False
19009,18856,,MNIST,0.012,48.0,mnist_3_100.onnx,time-out or unsolved,3600.0,760.0,48.0,eran,48.0 mnist_3_100.onnx 0.012,0,0,False
19011,18855,,MNIST,0.012,48.0,mnist_3_100.onnx,time-out or unsolved,3600.0,760.0,48.0,abcrown,48.0 mnist_3_100.onnx 0.012,0,0,False
19013,5177,,,0.012,19.0,mnist_net_256x4.onnx,time-out or unsolved,3600.0,519.0,,abcrown,19.0 mnist_net_256x4.onnx 0.012,0,0,False
19014,34597,,,0.012,80.0,mnist_6_200.onnx,time-out or unsolved,3600.0,180.0,180.0,eran,80.0 mnist_6_200.onnx 0.012,0,0,False
19018,5196,,,0.012,19.0,mnist_net_256x6.onnx,time-out or unsolved,3600.0,219.0,,abcrown,19.0 mnist_net_256x6.onnx 0.012,0,0,False
19029,34554,,MNIST,0.012,80.0,mnist_5_100.onnx,time-out or unsolved,3600.0,1264.0,80.0,abcrown,80.0 mnist_5_100.onnx 0.012,0,0,False
19030,34555,,MNIST,0.012,80.0,mnist_5_100.onnx,time-out or unsolved,3600.0,1264.0,80.0,eran,80.0 mnist_5_100.onnx 0.012,0,0,False
19051,34640,,,0.012,80.0,mnist_9_200.onnx,time-out or unsolved,3600.0,380.0,380.0,eran,80.0 mnist_9_200.onnx 0.012,0,0,False
19053,18792,,,0.012,48.0,fc2.onnx,time-out or unsolved,3600.0,348.0,,abcrown,48.0 fc2.onnx 0.012,0,0,False
19068,34698,,,0.012,80.0,mnist_net.onnx,time-out or unsolved,3600.0,80.0,,abcrown,80.0 mnist_net.onnx 0.012,0,0,False
19069,14191,,,0.012,38.0,mnist_6_200.onnx,time-out or unsolved,3600.0,138.0,138.0,eran,38.0 mnist_6_200.onnx 0.012,0,0,False
19070,5154,,,0.012,19.0,mnist_net_256x2.onnx,time-out or unsolved,3600.0,719.0,,abcrown,19.0 mnist_net_256x2.onnx 0.012,0,0,False
19085,34617,,,0.012,80.0,mnist_9_100.onnx,time-out or unsolved,3600.0,280.0,280.0,eran,80.0 mnist_9_100.onnx 0.012,0,0,False
19100,5240,,,0.012,19.0,rsl18a_linf01.onnx,time-out or unsolved,3600.0,119.0,,abcrown,19.0 rsl18a_linf01.onnx 0.012,0,0,False
19110,34429,,,0.012,80.0,fc2.onnx,time-out or unsolved,3600.0,380.0,,abcrown,80.0 fc2.onnx 0.012,0,0,False
19123,18897,,MNIST,0.012,48.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,762.0,48.0,eran,48.0 mnist_4_1024.onnx 0.012,0,0,False
19125,18876,,MNIST,0.012,48.0,mnist_3_50.onnx,time-out or unsolved,3600.0,761.0,48.0,abcrown,48.0 mnist_3_50.onnx 0.012,0,0,False
19127,34347,,,0.012,8.0,mnist_nn.onnx,time-out or unsolved,3600.0,808.0,,abcrown,8.0 mnist_nn.onnx 0.012,0,0,False
19128,5303,,,0.012,2.0,fc2.onnx,time-out or unsolved,3600.0,302.0,,abcrown,2.0 fc2.onnx 0.012,0,0,False
19137,14169,,,0.012,38.0,mnist_6_100.onnx,time-out or unsolved,3600.0,38.0,38.0,eran,38.0 mnist_6_100.onnx 0.012,0,0,False
19146,34369,,,0.012,8.0,rsl18a_linf01.onnx,time-out or unsolved,3600.0,108.0,,abcrown,8.0 rsl18a_linf01.onnx 0.012,0,0,False
19149,18899,,MNIST,0.012,48.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,762.0,48.0,abcrown,48.0 mnist_4_1024.onnx 0.012,0,0,False
19166,18878,,MNIST,0.012,48.0,mnist_3_50.onnx,time-out or unsolved,3600.0,761.0,48.0,eran,48.0 mnist_3_50.onnx 0.012,0,0,False
19171,34534,,MNIST,0.012,80.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,1263.0,80.0,abcrown,80.0 mnist_4_1024.onnx 0.012,0,0,False
19172,34535,,MNIST,0.012,80.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,1263.0,80.0,eran,80.0 mnist_4_1024.onnx 0.012,0,0,False
19177,34514,,MNIST,0.012,80.0,mnist_3_50.onnx,time-out or unsolved,3600.0,1262.0,80.0,eran,80.0 mnist_3_50.onnx 0.012,0,0,False
19178,5218,,,0.012,19.0,mnist_nn.onnx,time-out or unsolved,3600.0,819.0,,abcrown,19.0 mnist_nn.onnx 0.012,0,0,False
19179,34512,,MNIST,0.012,80.0,mnist_3_50.onnx,time-out or unsolved,3600.0,1262.0,80.0,abcrown,80.0 mnist_3_50.onnx 0.012,0,0,False
19184,34491,,MNIST,0.012,80.0,mnist_3_100.onnx,time-out or unsolved,3600.0,1261.0,80.0,eran,80.0 mnist_3_100.onnx 0.012,0,0,False
19186,34493,,MNIST,0.012,80.0,mnist_3_100.onnx,time-out or unsolved,3600.0,1261.0,80.0,abcrown,80.0 mnist_3_100.onnx 0.012,0,0,False
19203,5133,,,0.012,19.0,mnist_net.onnx,time-out or unsolved,3600.0,19.0,,abcrown,19.0 mnist_net.onnx 0.012,0,0,False
19207,34951,,MNIST,0.012,81.0,mnist_3_50.onnx,time-out or unsolved,3600.0,1279.0,81.0,eran,81.0 mnist_3_50.onnx 0.012,0,0,False
19208,34952,,MNIST,0.012,81.0,mnist_3_50.onnx,time-out or unsolved,3600.0,1279.0,81.0,abcrown,81.0 mnist_3_50.onnx 0.012,0,0,False
19225,34971,,MNIST,0.012,81.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,1280.0,81.0,abcrown,81.0 mnist_4_1024.onnx 0.012,0,0,False
19226,34972,,MNIST,0.012,81.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,1280.0,81.0,eran,81.0 mnist_4_1024.onnx 0.012,0,0,False
19227,4990,,MNIST,0.012,19.0,mnist_5_100.onnx,time-out or unsolved,3600.0,308.0,19.0,abcrown,19.0 mnist_5_100.onnx 0.012,0,0,False
19241,34929,,MNIST,0.012,81.0,mnist_3_100.onnx,time-out or unsolved,3600.0,1278.0,81.0,abcrown,81.0 mnist_3_100.onnx 0.012,0,0,False
19242,34931,,MNIST,0.012,81.0,mnist_3_100.onnx,time-out or unsolved,3600.0,1278.0,81.0,eran,81.0 mnist_3_100.onnx 0.012,0,0,False
19257,4989,,MNIST,0.012,19.0,mnist_5_100.onnx,time-out or unsolved,3600.0,308.0,19.0,eran,19.0 mnist_5_100.onnx 0.012,0,0,False
19263,18666,,,0.012,47.0,mnist_net_256x4.onnx,time-out or unsolved,3600.0,547.0,,abcrown,47.0 mnist_net_256x4.onnx 0.012,0,0,False
19264,35013,,,0.012,81.0,mnist_6_100.onnx,time-out or unsolved,3600.0,81.0,81.0,eran,81.0 mnist_6_100.onnx 0.012,0,0,False
19299,34992,,MNIST,0.012,81.0,mnist_5_100.onnx,time-out or unsolved,3600.0,1281.0,81.0,eran,81.0 mnist_5_100.onnx 0.012,0,0,False
19300,34993,,MNIST,0.012,81.0,mnist_5_100.onnx,time-out or unsolved,3600.0,1281.0,81.0,abcrown,81.0 mnist_5_100.onnx 0.012,0,0,False
19316,34740,,,0.012,80.0,mnist_net_256x4.onnx,time-out or unsolved,3600.0,580.0,,abcrown,80.0 mnist_net_256x4.onnx 0.012,0,0,False
19319,14213,,,0.012,38.0,mnist_9_100.onnx,time-out or unsolved,3600.0,238.0,238.0,eran,38.0 mnist_9_100.onnx 0.012,0,0,False
19333,34763,,,0.012,80.0,mnist_net_256x6.onnx,time-out or unsolved,3600.0,280.0,,abcrown,80.0 mnist_net_256x6.onnx 0.012,0,0,False
19335,5052,,,0.012,19.0,mnist_9_100.onnx,time-out or unsolved,3600.0,219.0,219.0,eran,19.0 mnist_9_100.onnx 0.012,0,0,False
19354,34721,,,0.012,80.0,mnist_net_256x2.onnx,time-out or unsolved,3600.0,780.0,,abcrown,80.0 mnist_net_256x2.onnx 0.012,0,0,False
19358,18730,,,0.012,47.0,rsl18a_linf01.onnx,time-out or unsolved,3600.0,147.0,,abcrown,47.0 rsl18a_linf01.onnx 0.012,0,0,False
19364,5073,,,0.012,19.0,mnist_9_200.onnx,time-out or unsolved,3600.0,319.0,319.0,eran,19.0 mnist_9_200.onnx 0.012,0,0,False
19369,34805,,,0.012,80.0,rsl18a_linf01.onnx,time-out or unsolved,3600.0,180.0,,abcrown,80.0 rsl18a_linf01.onnx 0.012,0,0,False
19375,14233,,,0.012,38.0,mnist_9_200.onnx,time-out or unsolved,3600.0,338.0,338.0,eran,38.0 mnist_9_200.onnx 0.012,0,0,False
19381,18689,,,0.012,47.0,mnist_net_256x6.onnx,time-out or unsolved,3600.0,247.0,,abcrown,47.0 mnist_net_256x6.onnx 0.012,0,0,False
19385,34866,,,0.012,81.0,fc2.onnx,time-out or unsolved,3600.0,381.0,,abcrown,81.0 fc2.onnx 0.012,0,0,False
19388,5010,,,0.012,19.0,mnist_6_100.onnx,time-out or unsolved,3600.0,19.0,19.0,eran,19.0 mnist_6_100.onnx 0.012,0,0,False
19400,18708,,,0.012,47.0,mnist_nn.onnx,time-out or unsolved,3600.0,847.0,,abcrown,47.0 mnist_nn.onnx 0.012,0,0,False
19404,34782,,,0.012,80.0,mnist_nn.onnx,time-out or unsolved,3600.0,880.0,,abcrown,80.0 mnist_nn.onnx 0.012,0,0,False
19413,5032,,,0.012,19.0,mnist_6_200.onnx,time-out or unsolved,3600.0,119.0,119.0,eran,19.0 mnist_6_200.onnx 0.012,0,0,False
19421,5570,,,0.012,2.0,mnist_net.onnx,time-out or unsolved,3600.0,2.0,,abcrown,2.0 mnist_net.onnx 0.012,0,0,False
19428,33919,,,0.012,79.0,mnist_nn.onnx,time-out or unsolved,3600.0,879.0,,abcrown,79.0 mnist_nn.onnx 0.012,0,0,False
19456,14106,,MNIST,0.012,38.0,mnist_3_50.onnx,time-out or unsolved,3600.0,609.0,38.0,eran,38.0 mnist_3_50.onnx 0.012,0,0,False
19457,14107,,MNIST,0.012,38.0,mnist_3_50.onnx,time-out or unsolved,3600.0,609.0,38.0,abcrown,38.0 mnist_3_50.onnx 0.012,0,0,False
19462,33898,,,0.012,79.0,mnist_net_256x6.onnx,time-out or unsolved,3600.0,279.0,,abcrown,79.0 mnist_net_256x6.onnx 0.012,0,0,False
19465,19002,,,0.012,48.0,mnist_9_200.onnx,time-out or unsolved,3600.0,348.0,348.0,eran,48.0 mnist_9_200.onnx 0.012,0,0,False
19479,14128,,MNIST,0.012,38.0,mnist_4_1024.onnx,time-out or unsolved,3600.0,610.0,38.0,abcrown,38.0 mnist_4_1024.onnx 0.012,0,0,False
19485,34059,,MNIST,0.012,8.0,mnist_3_100.onnx,time-out or unsolved,3600.0,128.0,8.0,abcrown,8.0 mnist_3_100.onnx 0.012,0,0,False
19486,34060,,MNIST,0.012,8.0,mnist_3_100.onnx,time-out or unsolved,3600.0,128.0,8.0,eran,8.0 mnist_3_100.onnx 0.012,0,0,False
19498,33941,,,0.012,79.0,rsl18a_linf01.onnx,time-out or unsolved,3600.0,179.0,,abcrown,79.0 rsl18a_linf01.onnx 0.012,0,0,False
19500,5509,,,0.012,2.0,mnist_9_200.onnx,time-out or unsolved,3600.0,302.0,302.0,bab,2.0 mnist_9_200.onnx 0.012,0,0,False
19502,5508,,,0.012,2.0,mnist_9_200.onnx,time-out or unsolved,3600.0,302.0,302.0,eran,2.0 mnist_9_200.onnx 0.012,0,0,False
19511,18981,,,0.012,48.0,mnist_9_100.onnx,time-out or unsolved,3600.0,248.0,248.0,eran,48.0 mnist_9_100.onnx 0.012,0,0,False
19517,33996,,,0.012,8.0,fc2.onnx,time-out or unsolved,3600.0,308.0,,abcrown,8.0 fc2.onnx 0.012,0,0,False
