,Unnamed: 0,0,Dataset,Epsilon,Image,Network,Result,TotalTime,Unnamed: 0.1,Unnamed: 0.1.1,Verifier,instance,score,solved,solved_bool
3,25111,,MNIST,0.012,60.0,mnist_9_200.onnx,unsat,0.25545334815979,960.0,60.0,bab,60.0 mnist_9_200.onnx 0.012,1,1,True
4,25110,,,0.012,60.0,mnist_9_200.onnx,unsat/sat,2.027166843414306,360.0,360.0,abcrown,60.0 mnist_9_200.onnx 0.012,1,1,True
17,25091,,MNIST,0.012,60.0,mnist_9_100.onnx,unsat,0.1621613502502441,959.0,60.0,bab,60.0 mnist_9_100.onnx 0.012,1,1,True
18,25090,,,0.012,60.0,mnist_9_100.onnx,unsat/sat,1.8705506324768064,260.0,260.0,abcrown,60.0 mnist_9_100.onnx 0.012,1,1,True
33,25171,,MNIST,0.012,60.0,mnist_net.onnx,unsat,0.1803333759307861,946.0,60.0,bab,60.0 mnist_net.onnx 0.012,1,1,True
35,25170,,,0.012,60.0,mnist_net.onnx,unsat,0.08,60.0,,eran,60.0 mnist_net.onnx 0.012,1,1,True
59,25028,,MNIST,0.012,60.0,mnist_5_100.onnx,unsat,0.1213438510894775,956.0,60.0,bab,60.0 mnist_5_100.onnx 0.012,1,1,True
66,25047,,,0.012,60.0,mnist_6_100.onnx,unsat/sat,1.325359344482422,60.0,60.0,abcrown,60.0 mnist_6_100.onnx 0.012,1,1,True
67,25048,,MNIST,0.012,60.0,mnist_6_100.onnx,unsat,0.1287679672241211,957.0,60.0,bab,60.0 mnist_6_100.onnx 0.012,1,1,True
76,25070,,,0.012,60.0,mnist_6_200.onnx,unsat/sat,1.3276751041412354,160.0,160.0,abcrown,60.0 mnist_6_200.onnx 0.012,1,1,True
77,25069,,MNIST,0.012,60.0,mnist_6_200.onnx,unsat,0.207315444946289,958.0,60.0,bab,60.0 mnist_6_200.onnx 0.012,1,1,True
91,25192,,MNIST,0.012,60.0,mnist_net_256x2.onnx,unsat,0.1587622165679931,948.0,60.0,bab,60.0 mnist_net_256x2.onnx 0.012,1,1,True
98,25276,,MNIST,0.012,60.0,rsl18a_linf01.onnx,unsat,0.1147646903991699,961.0,60.0,bab,60.0 rsl18a_linf01.onnx 0.012,1,1,True
99,25275,,,0.012,60.0,rsl18a_linf01.onnx,unsat,0.29,160.0,,eran,60.0 rsl18a_linf01.onnx 0.012,1,1,True
115,25408,,MNIST,0.012,61.0,mnist_3_50.onnx,unsat,0.0886213779449462,970.0,61.0,bab,61.0 mnist_3_50.onnx 0.012,1,1,True
122,25386,,MNIST,0.012,61.0,mnist_3_100.onnx,unsat,0.1028814315795898,969.0,61.0,bab,61.0 mnist_3_100.onnx 0.012,1,1,True
129,25325,,MNIST,0.012,61.0,fc2.onnx,sat,0.053382396697998,966.0,61.0,bab,61.0 fc2.onnx 0.012,1,1,True
130,25324,,,0.012,61.0,fc2.onnx,unsat,0.011,361.0,,eran,61.0 fc2.onnx 0.012,1,1,True
134,25255,,,0.012,60.0,mnist_nn.onnx,sat,3.947,860.0,,eran,60.0 mnist_nn.onnx 0.012,1,1,True
135,25254,,MNIST,0.012,60.0,mnist_nn.onnx,sat,1.129798412322998,952.0,60.0,bab,60.0 mnist_nn.onnx 0.012,1,1,True
140,25214,,,0.012,60.0,mnist_net_256x4.onnx,unsat,0.234,560.0,,eran,60.0 mnist_net_256x4.onnx 0.012,1,1,True
141,25213,,MNIST,0.012,60.0,mnist_net_256x4.onnx,unsat,0.2011787891387939,949.0,60.0,bab,60.0 mnist_net_256x4.onnx 0.012,1,1,True
154,25193,,,0.012,60.0,mnist_net_256x2.onnx,unsat,0.043,760.0,,eran,60.0 mnist_net_256x2.onnx 0.012,1,1,True
170,25234,,MNIST,0.012,60.0,mnist_net_256x6.onnx,unsat,0.2139606475830078,951.0,60.0,bab,60.0 mnist_net_256x6.onnx 0.012,1,1,True
171,25233,,,0.012,60.0,mnist_net_256x6.onnx,unsat,0.499,260.0,,eran,60.0 mnist_net_256x6.onnx 0.012,1,1,True
177,25007,,MNIST,0.012,60.0,mnist_4_1024.onnx,unsat,0.5232715606689453,955.0,60.0,bab,60.0 mnist_4_1024.onnx 0.012,1,1,True
180,24755,,,0.012,6.0,mnist_net_256x2.onnx,unsat,0.039,706.0,,eran,6.0 mnist_net_256x2.onnx 0.012,1,1,True
195,24653,,,0.012,6.0,mnist_9_100.onnx,unsat/sat,1.8209493160247805,206.0,206.0,abcrown,6.0 mnist_9_100.onnx 0.012,1,1,True
196,24651,,MNIST,0.012,6.0,mnist_9_100.onnx,unsat,0.1645066738128662,107.0,6.0,bab,6.0 mnist_9_100.onnx 0.012,1,1,True
216,24734,,MNIST,0.012,6.0,mnist_net.onnx,unsat,0.167349100112915,95.0,6.0,bab,6.0 mnist_net.onnx 0.012,1,1,True
217,24732,,,0.012,6.0,mnist_net.onnx,unsat,0.072,6.0,,eran,6.0 mnist_net.onnx 0.012,1,1,True
235,24609,,,0.012,6.0,mnist_6_100.onnx,unsat/sat,21.979821920394897,6.0,6.0,abcrown,6.0 mnist_6_100.onnx 0.012,1,1,True
237,24588,,MNIST,0.012,6.0,mnist_5_100.onnx,unsat,0.1224162578582763,104.0,6.0,bab,6.0 mnist_5_100.onnx 0.012,1,1,True
245,24610,,MNIST,0.012,6.0,mnist_6_100.onnx,unsat,8.301800727844237,105.0,6.0,bab,6.0 mnist_6_100.onnx 0.012,1,1,True
253,24632,,,0.012,6.0,mnist_6_200.onnx,unsat/sat,1.430393934249878,106.0,106.0,abcrown,6.0 mnist_6_200.onnx 0.012,1,1,True
254,24630,,MNIST,0.012,6.0,mnist_6_200.onnx,unsat,1.433974266052246,106.0,6.0,bab,6.0 mnist_6_200.onnx 0.012,1,1,True
266,24754,,MNIST,0.012,6.0,mnist_net_256x2.onnx,unsat,0.1529181003570556,97.0,6.0,bab,6.0 mnist_net_256x2.onnx 0.012,1,1,True
279,24839,,MNIST,0.012,6.0,rsl18a_linf01.onnx,unsat,0.1171960830688476,108.0,6.0,bab,6.0 rsl18a_linf01.onnx 0.012,1,1,True
280,24837,,,0.012,6.0,rsl18a_linf01.onnx,unsat,0.229,106.0,,eran,6.0 rsl18a_linf01.onnx 0.012,1,1,True
296,24986,,MNIST,0.012,60.0,mnist_3_50.onnx,unsat,0.0947902202606201,954.0,60.0,bab,60.0 mnist_3_50.onnx 0.012,1,1,True
302,24900,,,0.012,60.0,fc2.onnx,unsat,0.006,360.0,,eran,60.0 fc2.onnx 0.012,1,1,True
303,24963,,MNIST,0.012,60.0,mnist_3_100.onnx,unsat,0.1323511600494384,953.0,60.0,bab,60.0 mnist_3_100.onnx 0.012,1,1,True
310,24901,,MNIST,0.012,60.0,fc2.onnx,sat,0.0532996654510498,950.0,60.0,bab,60.0 fc2.onnx 0.012,1,1,True
321,24775,,MNIST,0.012,6.0,mnist_net_256x4.onnx,unsat,0.2141892910003662,98.0,6.0,bab,6.0 mnist_net_256x4.onnx 0.012,1,1,True
322,24774,,,0.012,6.0,mnist_net_256x4.onnx,unsat,0.178,506.0,,eran,6.0 mnist_net_256x4.onnx 0.012,1,1,True
337,24817,,,0.012,6.0,mnist_nn.onnx,sat,4.869,806.0,,eran,6.0 mnist_nn.onnx 0.012,1,1,True
338,24816,,MNIST,0.012,6.0,mnist_nn.onnx,sat,1.1274628639221191,101.0,6.0,bab,6.0 mnist_nn.onnx 0.012,1,1,True
351,24796,,MNIST,0.012,6.0,mnist_net_256x6.onnx,unsat,0.1999204158782959,100.0,6.0,bab,6.0 mnist_net_256x6.onnx 0.012,1,1,True
352,24795,,,0.012,6.0,mnist_net_256x6.onnx,unsat,0.386,206.0,,eran,6.0 mnist_net_256x6.onnx 0.012,1,1,True
359,26022,,,0.012,62.0,mnist_net.onnx,sat,7.398,62.0,,eran,62.0 mnist_net.onnx 0.012,1,1,True
372,25963,,,0.012,62.0,mnist_9_200.onnx,unsat/sat,3600.0,362.0,362.0,abcrown,62.0 mnist_9_200.onnx 0.012,1,1,True
378,26023,,MNIST,0.012,62.0,mnist_net.onnx,sat,1.2057676315307615,977.0,62.0,bab,62.0 mnist_net.onnx 0.012,1,1,True
381,26043,,,0.012,62.0,mnist_net_256x2.onnx,sat,2.888,762.0,,eran,62.0 mnist_net_256x2.onnx 0.012,1,1,True
389,26044,,MNIST,0.012,62.0,mnist_net_256x2.onnx,sat,1.1212327480316162,979.0,62.0,bab,62.0 mnist_net_256x2.onnx 0.012,1,1,True
403,25878,,MNIST,0.012,62.0,mnist_5_100.onnx,sat,1.1309115886688232,986.0,62.0,bab,62.0 mnist_5_100.onnx 0.012,1,1,True
452,26183,,,0.012,63.0,fc2.onnx,unsat,0.006,363.0,,eran,63.0 fc2.onnx 0.012,1,1,True
453,26182,,MNIST,0.012,63.0,fc2.onnx,sat,0.0536417961120605,993.0,63.0,bab,63.0 fc2.onnx 0.012,1,1,True
466,26128,,MNIST,0.012,62.0,rsl18a_linf01.onnx,sat,1.1212320327758791,987.0,62.0,bab,62.0 rsl18a_linf01.onnx 0.012,1,1,True
469,26246,,MNIST,0.012,63.0,mnist_3_100.onnx,unsat,0.1217625141143798,996.0,63.0,bab,63.0 mnist_3_100.onnx 0.012,1,1,True
476,26287,,MNIST,0.012,63.0,mnist_4_1024.onnx,unsat,1.819575786590576,998.0,63.0,bab,63.0 mnist_4_1024.onnx 0.012,1,1,True
483,26267,,MNIST,0.012,63.0,mnist_3_50.onnx,unsat,0.1116392612457275,997.0,63.0,bab,63.0 mnist_3_50.onnx 0.012,1,1,True
489,26127,,,0.012,62.0,rsl18a_linf01.onnx,sat,2.295,162.0,,eran,62.0 rsl18a_linf01.onnx 0.012,1,1,True
494,26086,,MNIST,0.012,62.0,mnist_net_256x6.onnx,unsat,0.2353019714355469,982.0,62.0,bab,62.0 mnist_net_256x6.onnx 0.012,1,1,True
495,26085,,,0.012,62.0,mnist_net_256x6.onnx,unsat,0.584,262.0,,eran,62.0 mnist_net_256x6.onnx 0.012,1,1,True
508,26066,,MNIST,0.012,62.0,mnist_net_256x4.onnx,sat,1.2546167373657229,980.0,62.0,bab,62.0 mnist_net_256x4.onnx 0.012,1,1,True
509,26065,,,0.012,62.0,mnist_net_256x4.onnx,sat,50.824,562.0,,eran,62.0 mnist_net_256x4.onnx 0.012,1,1,True
523,26107,,,0.012,62.0,mnist_nn.onnx,sat,7.09,862.0,,eran,62.0 mnist_nn.onnx 0.012,1,1,True
525,26106,,MNIST,0.012,62.0,mnist_nn.onnx,sat,1.129608392715454,983.0,62.0,bab,62.0 mnist_nn.onnx 0.012,1,1,True
534,25844,,MNIST,0.012,62.0,mnist_3_50.onnx,unsat,1.1684300899505615,985.0,62.0,bab,62.0 mnist_3_50.onnx 0.012,1,1,True
549,25511,,,0.012,61.0,mnist_9_100.onnx,unsat/sat,1.856881856918335,261.0,261.0,abcrown,61.0 mnist_9_100.onnx 0.012,1,1,True
550,25510,,MNIST,0.012,61.0,mnist_9_100.onnx,unsat,0.1762676239013672,974.0,61.0,bab,61.0 mnist_9_100.onnx 0.012,1,1,True
556,25530,,,0.012,61.0,mnist_9_200.onnx,unsat/sat,8.166179180145264,361.0,361.0,abcrown,61.0 mnist_9_200.onnx 0.012,1,1,True
559,25590,,,0.012,61.0,mnist_net.onnx,unsat,0.079,61.0,,eran,61.0 mnist_net.onnx 0.012,1,1,True
567,25591,,MNIST,0.012,61.0,mnist_net.onnx,unsat,0.171649694442749,963.0,61.0,bab,61.0 mnist_net.onnx 0.012,1,1,True
590,25448,,MNIST,0.012,61.0,mnist_5_100.onnx,unsat,0.1361896991729736,971.0,61.0,bab,61.0 mnist_5_100.onnx 0.012,1,1,True
607,25489,,MNIST,0.012,61.0,mnist_6_200.onnx,unsat,16.385972499847412,973.0,61.0,bab,61.0 mnist_6_200.onnx 0.012,1,1,True
608,25488,,,0.012,61.0,mnist_6_200.onnx,unsat/sat,21.98257112503052,161.0,161.0,abcrown,61.0 mnist_6_200.onnx 0.012,1,1,True
613,25468,,MNIST,0.012,61.0,mnist_6_100.onnx,unsat,0.1272428035736084,972.0,61.0,bab,61.0 mnist_6_100.onnx 0.012,1,1,True
621,25469,,,0.012,61.0,mnist_6_100.onnx,unsat/sat,1.329491376876831,61.0,61.0,abcrown,61.0 mnist_6_100.onnx 0.012,1,1,True
630,25697,,,0.012,61.0,rsl18a_linf01.onnx,unsat,0.275,161.0,,eran,61.0 rsl18a_linf01.onnx 0.012,1,1,True
631,25696,,MNIST,0.012,61.0,rsl18a_linf01.onnx,unsat,0.1198348999023437,975.0,61.0,bab,61.0 rsl18a_linf01.onnx 0.012,1,1,True
644,25676,,MNIST,0.012,61.0,mnist_nn.onnx,sat,0.1353914737701416,968.0,61.0,bab,61.0 mnist_nn.onnx 0.012,1,1,True
654,25823,,MNIST,0.012,62.0,mnist_3_100.onnx,sat,1.1301331520080566,984.0,62.0,bab,62.0 mnist_3_100.onnx 0.012,1,1,True
661,25759,,MNIST,0.012,62.0,fc2.onnx,sat,0.0529680252075195,981.0,62.0,bab,62.0 fc2.onnx 0.012,1,1,True
662,25758,,,0.012,62.0,fc2.onnx,unsat,0.011,362.0,,eran,62.0 fc2.onnx 0.012,1,1,True
667,25674,,,0.012,61.0,mnist_nn.onnx,unsat,0.166,861.0,,eran,61.0 mnist_nn.onnx 0.012,1,1,True
672,25634,,MNIST,0.012,61.0,mnist_net_256x4.onnx,unsat,0.1549344062805175,965.0,61.0,bab,61.0 mnist_net_256x4.onnx 0.012,1,1,True
673,25633,,,0.012,61.0,mnist_net_256x4.onnx,unsat,0.194,561.0,,eran,61.0 mnist_net_256x4.onnx 0.012,1,1,True
686,25612,,MNIST,0.012,61.0,mnist_net_256x2.onnx,unsat,0.1329045295715332,964.0,61.0,bab,61.0 mnist_net_256x2.onnx 0.012,1,1,True
687,25611,,,0.012,61.0,mnist_net_256x2.onnx,unsat,0.042,761.0,,eran,61.0 mnist_net_256x2.onnx 0.012,1,1,True
701,25655,,,0.012,61.0,mnist_net_256x6.onnx,unsat,101.752,261.0,,eran,61.0 mnist_net_256x6.onnx 0.012,1,1,True
703,25654,,MNIST,0.012,61.0,mnist_net_256x6.onnx,sat,1.2455835342407229,967.0,61.0,bab,61.0 mnist_net_256x6.onnx 0.012,1,1,True
716,23371,,,0.012,57.0,mnist_9_200.onnx,unsat/sat,3600.0,357.0,357.0,abcrown,57.0 mnist_9_200.onnx 0.012,1,1,True
746,23432,,MNIST,0.012,57.0,mnist_net.onnx,unsat,0.1833679676055908,901.0,57.0,bab,57.0 mnist_net.onnx 0.012,1,1,True
748,23430,,,0.012,57.0,mnist_net.onnx,unsat,0.113,57.0,,eran,57.0 mnist_net.onnx 0.012,1,1,True
765,23287,,MNIST,0.012,57.0,mnist_5_100.onnx,unsat,0.1360821723937988,911.0,57.0,bab,57.0 mnist_5_100.onnx 0.012,1,1,True
772,23265,,MNIST,0.012,57.0,mnist_4_1024.onnx,unsat,560.1920435428618,910.0,57.0,bab,57.0 mnist_4_1024.onnx 0.012,1,1,True
796,23308,,MNIST,0.012,57.0,mnist_6_100.onnx,unsat,1.231581211090088,912.0,57.0,bab,57.0 mnist_6_100.onnx 0.012,1,1,True
797,23307,,,0.012,57.0,mnist_6_100.onnx,unsat/sat,1.3096323013305664,57.0,57.0,abcrown,57.0 mnist_6_100.onnx 0.012,1,1,True
804,23451,,MNIST,0.012,57.0,mnist_net_256x2.onnx,unsat,0.1185171604156494,903.0,57.0,bab,57.0 mnist_net_256x2.onnx 0.012,1,1,True
811,23536,,MNIST,0.012,57.0,rsl18a_linf01.onnx,unsat,0.116546630859375,913.0,57.0,bab,57.0 rsl18a_linf01.onnx 0.012,1,1,True
812,23535,,,0.012,57.0,rsl18a_linf01.onnx,unsat,0.177,157.0,,eran,57.0 rsl18a_linf01.onnx 0.012,1,1,True
828,23684,,MNIST,0.012,58.0,mnist_3_50.onnx,unsat,0.0913734436035156,923.0,58.0,bab,58.0 mnist_3_50.onnx 0.012,1,1,True
835,23661,,MNIST,0.012,58.0,mnist_3_100.onnx,unsat,0.132035493850708,922.0,58.0,bab,58.0 mnist_3_100.onnx 0.012,1,1,True
842,23600,,,0.012,58.0,fc2.onnx,unsat,0.01,358.0,,eran,58.0 fc2.onnx 0.012,1,1,True
843,23599,,MNIST,0.012,58.0,fc2.onnx,sat,0.0548682212829589,919.0,58.0,bab,58.0 fc2.onnx 0.012,1,1,True
847,23515,,MNIST,0.012,57.0,mnist_nn.onnx,unsat,0.1280534267425537,907.0,57.0,bab,57.0 mnist_nn.onnx 0.012,1,1,True
848,23514,,,0.012,57.0,mnist_nn.onnx,unsat,0.346,857.0,,eran,57.0 mnist_nn.onnx 0.012,1,1,True
853,23473,,MNIST,0.012,57.0,mnist_net_256x4.onnx,unsat,0.1577596664428711,904.0,57.0,bab,57.0 mnist_net_256x4.onnx 0.012,1,1,True
854,23472,,,0.012,57.0,mnist_net_256x4.onnx,unsat,0.261,557.0,,eran,57.0 mnist_net_256x4.onnx 0.012,1,1,True
867,23452,,,0.012,57.0,mnist_net_256x2.onnx,unsat,0.06,757.0,,eran,57.0 mnist_net_256x2.onnx 0.012,1,1,True
883,23495,,,0.012,57.0,mnist_net_256x6.onnx,unsat,0.508,257.0,,eran,57.0 mnist_net_256x6.onnx 0.012,1,1,True
884,23493,,MNIST,0.012,57.0,mnist_net_256x6.onnx,unsat,0.2612464427947998,906.0,57.0,bab,57.0 mnist_net_256x6.onnx 0.012,1,1,True
890,23245,,MNIST,0.012,57.0,mnist_3_50.onnx,unsat,0.0890166759490966,909.0,57.0,bab,57.0 mnist_3_50.onnx 0.012,1,1,True
905,22913,,,0.012,56.0,mnist_9_100.onnx,unsat/sat,1.7996559143066406,256.0,256.0,abcrown,56.0 mnist_9_100.onnx 0.012,1,1,True
906,22911,,MNIST,0.012,56.0,mnist_9_100.onnx,unsat,0.1678340435028076,897.0,56.0,bab,56.0 mnist_9_100.onnx 0.012,1,1,True
914,22933,,MNIST,0.012,56.0,mnist_9_200.onnx,unsat,0.255692720413208,898.0,56.0,bab,56.0 mnist_9_200.onnx 0.012,1,1,True
915,22934,,,0.012,56.0,mnist_9_200.onnx,unsat/sat,1.904670238494873,356.0,356.0,abcrown,56.0 mnist_9_200.onnx 0.012,1,1,True
922,22994,,,0.012,56.0,mnist_net.onnx,unsat,0.073,56.0,,eran,56.0 mnist_net.onnx 0.012,1,1,True
923,22992,,MNIST,0.012,56.0,mnist_net.onnx,unsat,0.1715781688690185,884.0,56.0,bab,56.0 mnist_net.onnx 0.012,1,1,True
938,22850,,MNIST,0.012,56.0,mnist_5_100.onnx,unsat,0.1242728233337402,894.0,56.0,bab,56.0 mnist_5_100.onnx 0.012,1,1,True
954,22828,,MNIST,0.012,56.0,mnist_4_1024.onnx,unsat,1.6700966358184814,893.0,56.0,bab,56.0 mnist_4_1024.onnx 0.012,1,1,True
963,22891,,MNIST,0.012,56.0,mnist_6_200.onnx,unsat,0.1670360565185547,896.0,56.0,bab,56.0 mnist_6_200.onnx 0.012,1,1,True
964,22890,,,0.012,56.0,mnist_6_200.onnx,unsat/sat,1.301943302154541,156.0,156.0,abcrown,56.0 mnist_6_200.onnx 0.012,1,1,True
977,22871,,,0.012,56.0,mnist_6_100.onnx,unsat/sat,1.3275353908538818,56.0,56.0,abcrown,56.0 mnist_6_100.onnx 0.012,1,1,True
978,22870,,MNIST,0.012,56.0,mnist_6_100.onnx,unsat,0.1330542564392089,895.0,56.0,bab,56.0 mnist_6_100.onnx 0.012,1,1,True
985,23099,,MNIST,0.012,56.0,rsl18a_linf01.onnx,unsat,0.1167099475860595,899.0,56.0,bab,56.0 rsl18a_linf01.onnx 0.012,1,1,True
986,23097,,,0.012,56.0,rsl18a_linf01.onnx,unsat,0.226,156.0,,eran,56.0 rsl18a_linf01.onnx 0.012,1,1,True
999,23078,,MNIST,0.012,56.0,mnist_nn.onnx,unsat,0.1197350025177002,890.0,56.0,bab,56.0 mnist_nn.onnx 0.012,1,1,True
1000,23077,,,0.012,56.0,mnist_nn.onnx,unsat,0.344,856.0,,eran,56.0 mnist_nn.onnx 0.012,1,1,True
1009,23223,,MNIST,0.012,57.0,mnist_3_100.onnx,unsat,0.1074309349060058,908.0,57.0,bab,57.0 mnist_3_100.onnx 0.012,1,1,True
1016,23162,,,0.012,57.0,fc2.onnx,unsat,0.006,357.0,,eran,57.0 fc2.onnx 0.012,1,1,True
1017,23160,,MNIST,0.012,57.0,fc2.onnx,sat,0.0645976066589355,905.0,57.0,bab,57.0 fc2.onnx 0.012,1,1,True
1028,23034,,MNIST,0.012,56.0,mnist_net_256x4.onnx,unsat,0.1654772758483886,887.0,56.0,bab,56.0 mnist_net_256x4.onnx 0.012,1,1,True
1041,23015,,MNIST,0.012,56.0,mnist_net_256x2.onnx,unsat,0.1196444034576416,886.0,56.0,bab,56.0 mnist_net_256x2.onnx 0.012,1,1,True
1042,23013,,,0.012,56.0,mnist_net_256x2.onnx,unsat,0.042,756.0,,eran,56.0 mnist_net_256x2.onnx 0.012,1,1,True
1046,23035,,,0.012,56.0,mnist_net_256x4.onnx,unsat,0.216,556.0,,eran,56.0 mnist_net_256x4.onnx 0.012,1,1,True
1049,23056,,,0.012,56.0,mnist_net_256x6.onnx,unsat,0.446,256.0,,eran,56.0 mnist_net_256x6.onnx 0.012,1,1,True
1057,23057,,MNIST,0.012,56.0,mnist_net_256x6.onnx,unsat,0.20294189453125,889.0,56.0,bab,56.0 mnist_net_256x6.onnx 0.012,1,1,True
1071,24318,,MNIST,0.012,59.0,mnist_net_256x2.onnx,unsat,0.1375410556793213,934.0,59.0,bab,59.0 mnist_net_256x2.onnx 0.012,1,1,True
1075,24238,,,0.012,59.0,mnist_9_200.onnx,unsat/sat,3600.0,359.0,359.0,abcrown,59.0 mnist_9_200.onnx 0.012,1,1,True
1086,24218,,MNIST,0.012,59.0,mnist_9_100.onnx,unsat,0.2003719806671142,943.0,59.0,bab,59.0 mnist_9_100.onnx 0.012,1,1,True
1087,24217,,,0.012,59.0,mnist_9_100.onnx,unsat/sat,1.8605005741119385,259.0,259.0,abcrown,59.0 mnist_9_100.onnx 0.012,1,1,True
1106,24298,,MNIST,0.012,59.0,mnist_net.onnx,unsat,0.1714766025543213,932.0,59.0,bab,59.0 mnist_net.onnx 0.012,1,1,True
1107,24297,,,0.012,59.0,mnist_net.onnx,unsat,0.089,59.0,,eran,59.0 mnist_net.onnx 0.012,1,1,True
1124,24154,,MNIST,0.012,59.0,mnist_5_100.onnx,unsat,0.1258847713470459,941.0,59.0,bab,59.0 mnist_5_100.onnx 0.012,1,1,True
1154,24176,,,0.012,59.0,mnist_6_100.onnx,unsat/sat,11.785690069198608,59.0,59.0,abcrown,59.0 mnist_6_100.onnx 0.012,1,1,True
1155,24175,,MNIST,0.012,59.0,mnist_6_100.onnx,unsat,2.9402666091918945,942.0,59.0,bab,59.0 mnist_6_100.onnx 0.012,1,1,True
1158,24320,,,0.012,59.0,mnist_net_256x2.onnx,unsat,0.05,759.0,,eran,59.0 mnist_net_256x2.onnx 0.012,1,1,True
1169,24404,,,0.012,59.0,rsl18a_linf01.onnx,unsat,0.229,159.0,,eran,59.0 rsl18a_linf01.onnx 0.012,1,1,True
1170,24402,,MNIST,0.012,59.0,rsl18a_linf01.onnx,unsat,0.1175472736358642,944.0,59.0,bab,59.0 rsl18a_linf01.onnx 0.012,1,1,True
1186,24550,,MNIST,0.012,6.0,mnist_3_50.onnx,unsat,0.1070196628570556,103.0,6.0,bab,6.0 mnist_3_50.onnx 0.012,1,1,True
1192,24530,,MNIST,0.012,6.0,mnist_3_100.onnx,unsat,0.098388671875,102.0,6.0,bab,6.0 mnist_3_100.onnx 0.012,1,1,True
1200,24466,,,0.012,6.0,fc2.onnx,unsat,0.011,306.0,,eran,6.0 fc2.onnx 0.012,1,1,True
1201,24465,,MNIST,0.012,6.0,fc2.onnx,sat,0.0539197921752929,99.0,6.0,bab,6.0 fc2.onnx 0.012,1,1,True
1211,24340,,,0.012,59.0,mnist_net_256x4.onnx,unsat,0.304,559.0,,eran,59.0 mnist_net_256x4.onnx 0.012,1,1,True
1212,24339,,MNIST,0.012,59.0,mnist_net_256x4.onnx,unsat,0.1572663784027099,935.0,59.0,bab,59.0 mnist_net_256x4.onnx 0.012,1,1,True
1226,24383,,,0.012,59.0,mnist_nn.onnx,unsat,0.246,859.0,,eran,59.0 mnist_nn.onnx 0.012,1,1,True
1228,24381,,MNIST,0.012,59.0,mnist_nn.onnx,sat,1.132047414779663,938.0,59.0,bab,59.0 mnist_nn.onnx 0.012,1,1,True
1241,24362,,,0.012,59.0,mnist_net_256x6.onnx,unsat,0.485,259.0,,eran,59.0 mnist_net_256x6.onnx 0.012,1,1,True
1242,24361,,MNIST,0.012,59.0,mnist_net_256x6.onnx,unsat,0.2126598358154297,937.0,59.0,bab,59.0 mnist_net_256x6.onnx 0.012,1,1,True
1246,24122,,MNIST,0.012,59.0,mnist_3_50.onnx,unsat,0.1156325340270996,940.0,59.0,bab,59.0 mnist_3_50.onnx 0.012,1,1,True
1261,23788,,,0.012,58.0,mnist_9_100.onnx,unsat/sat,1.853977918624878,258.0,258.0,abcrown,58.0 mnist_9_100.onnx 0.012,1,1,True
1262,23787,,MNIST,0.012,58.0,mnist_9_100.onnx,unsat,0.1763663291931152,928.0,58.0,bab,58.0 mnist_9_100.onnx 0.012,1,1,True
1270,23808,,MNIST,0.012,58.0,mnist_9_200.onnx,unsat,0.3381509780883789,929.0,58.0,bab,58.0 mnist_9_200.onnx 0.012,1,1,True
1271,23809,,,0.012,58.0,mnist_9_200.onnx,unsat/sat,1.92822813987732,358.0,358.0,abcrown,58.0 mnist_9_200.onnx 0.012,1,1,True
1278,23870,,,0.012,58.0,mnist_net.onnx,unsat,0.085,58.0,,eran,58.0 mnist_net.onnx 0.012,1,1,True
1279,23868,,MNIST,0.012,58.0,mnist_net.onnx,unsat,0.1708426475524902,915.0,58.0,bab,58.0 mnist_net.onnx 0.012,1,1,True
1294,23724,,MNIST,0.012,58.0,mnist_5_100.onnx,unsat,0.1364521980285644,925.0,58.0,bab,58.0 mnist_5_100.onnx 0.012,1,1,True
1310,23703,,MNIST,0.012,58.0,mnist_4_1024.onnx,unsat,0.5218064785003662,924.0,58.0,bab,58.0 mnist_4_1024.onnx 0.012,1,1,True
1319,23768,,,0.012,58.0,mnist_6_200.onnx,unsat/sat,1.340303659439087,158.0,158.0,abcrown,58.0 mnist_6_200.onnx 0.012,1,1,True
1320,23767,,MNIST,0.012,58.0,mnist_6_200.onnx,unsat,0.2495250701904297,927.0,58.0,bab,58.0 mnist_6_200.onnx 0.012,1,1,True
1333,23747,,,0.012,58.0,mnist_6_100.onnx,unsat/sat,1.3120269775390625,58.0,58.0,abcrown,58.0 mnist_6_100.onnx 0.012,1,1,True
1334,23746,,MNIST,0.012,58.0,mnist_6_100.onnx,unsat,0.1858901977539062,926.0,58.0,bab,58.0 mnist_6_100.onnx 0.012,1,1,True
1341,23974,,,0.012,58.0,rsl18a_linf01.onnx,unsat,0.361,158.0,,eran,58.0 rsl18a_linf01.onnx 0.012,1,1,True
1342,23973,,MNIST,0.012,58.0,rsl18a_linf01.onnx,unsat,0.1278164386749267,930.0,58.0,bab,58.0 rsl18a_linf01.onnx 0.012,1,1,True
1355,23954,,,0.012,58.0,mnist_nn.onnx,unsat,0.489,858.0,,eran,58.0 mnist_nn.onnx 0.012,1,1,True
1356,23953,,MNIST,0.012,58.0,mnist_nn.onnx,unsat,0.1169414520263672,921.0,58.0,bab,58.0 mnist_nn.onnx 0.012,1,1,True
1365,24101,,MNIST,0.012,59.0,mnist_3_100.onnx,unsat,0.0994224548339843,939.0,59.0,bab,59.0 mnist_3_100.onnx 0.012,1,1,True
