,Unnamed: 0,0,Dataset,Epsilon,Network,Image,Result,TotalTime,Unnamed: 0.1,Verifier,instance,solved_bool,solved,score
44275,10290,,cifar,0.012,N34,CIFAR_P80_N34,timeout,3600.0,1890.0,babsb,CIFAR_P80_N34 N34 0.012,False,0,0
44276,10352,,cifar,0.012,N15,CIFAR_P35_N15,timeout,3600.0,1952.0,babsb,CIFAR_P35_N15 N15 0.012,False,0,0
44277,10320,,cifar,0.012,N25,CIFAR_P99_N25,outofmemory,3600.0,1920.0,babsb,CIFAR_P99_N25 N25 0.012,False,0,0
44278,10347,,cifar,0.012,N5,CIFAR_P64_N5,outofmemory,3600.0,1947.0,babsb,CIFAR_P64_N5 N5 0.012,False,0,0
44279,10339,,cifar,0.012,N34,CIFAR_P36_N34,timeout,3600.0,1939.0,babsb,CIFAR_P36_N34 N34 0.012,False,0,0
44280,10338,,cifar,0.012,N17,CIFAR_P63_N17,timeout,3600.0,1938.0,babsb,CIFAR_P63_N17 N17 0.012,False,0,0
44281,10333,,cifar,0.012,N42,CIFAR_P26_N42,timeout,3600.0,1933.0,babsb,CIFAR_P26_N42 N42 0.012,False,0,0
44282,10313,,cifar,0.012,N2,CIFAR_P97_N2,timeout,3600.0,1913.0,babsb,CIFAR_P97_N2 N2 0.012,False,0,0
44283,10311,,cifar,0.012,N13,CIFAR_P3_N13,timeout,3600.0,1911.0,babsb,CIFAR_P3_N13 N13 0.012,False,0,0
44284,10299,,cifar,0.012,N2,CIFAR_P54_N2,timeout,3600.0,1899.0,babsb,CIFAR_P54_N2 N2 0.012,False,0,0
44285,10297,,cifar,0.012,N25,CIFAR_P50_N25,outofmemory,3600.0,1897.0,babsb,CIFAR_P50_N25 N25 0.012,False,0,0
44286,10296,,cifar,0.012,N4,CIFAR_P87_N4,timeout,3600.0,1896.0,babsb,CIFAR_P87_N4 N4 0.012,False,0,0
44287,9648,,cifar,0.012,N4,CIFAR_P89_N4,timeout,3600.0,1248.0,babsb,CIFAR_P89_N4 N4 0.012,False,0,0
44288,9647,,cifar,0.012,N5,CIFAR_P24_N5,outofmemory,3600.0,1247.0,babsb,CIFAR_P24_N5 N5 0.012,False,0,0
44289,9630,,cifar,0.012,N13,CIFAR_P36_N13,timeout,3600.0,1230.0,babsb,CIFAR_P36_N13 N13 0.012,False,0,0
44290,9626,,cifar,0.012,N32,CIFAR_P7_N32,timeout,3600.0,1226.0,babsb,CIFAR_P7_N32 N32 0.012,False,0,0
44291,9616,,cifar,0.012,N25,CIFAR_P14_N25,outofmemory,3600.0,1216.0,babsb,CIFAR_P14_N25 N25 0.012,False,0,0
44292,9607,,cifar,0.012,N42,CIFAR_P80_N42,timeout,3600.0,1207.0,babsb,CIFAR_P80_N42 N42 0.012,False,0,0
44293,9603,,cifar,0.012,N5,CIFAR_P37_N5,outofmemory,3600.0,1203.0,babsb,CIFAR_P37_N5 N5 0.012,False,0,0
44294,9602,,cifar,0.012,N25,CIFAR_P37_N25,outofmemory,3600.0,1202.0,babsb,CIFAR_P37_N25 N25 0.012,False,0,0
44295,9656,,cifar,0.012,N15,CIFAR_P82_N15,timeout,3600.0,1256.0,babsb,CIFAR_P82_N15 N15 0.012,False,0,0
44296,9700,,cifar,0.012,N2,CIFAR_P93_N2,timeout,3600.0,1300.0,babsb,CIFAR_P93_N2 N2 0.012,False,0,0
44297,9658,,cifar,0.012,N4,CIFAR_P8_N4,timeout,3600.0,1258.0,babsb,CIFAR_P8_N4 N4 0.012,False,0,0
44298,9672,,cifar,0.012,N32,CIFAR_P90_N32,timeout,3600.0,1272.0,babsb,CIFAR_P90_N32 N32 0.012,False,0,0
44299,9597,,cifar,0.012,N42,CIFAR_P73_N42,timeout,3600.0,1197.0,babsb,CIFAR_P73_N42 N42 0.012,False,0,0
44300,9595,,cifar,0.012,N32,CIFAR_P91_N32,timeout,3600.0,1195.0,babsb,CIFAR_P91_N32 N32 0.012,False,0,0
44301,9498,,cifar,0.012,N18,CIFAR_P8_N18,timeout,3600.0,1098.0,babsb,CIFAR_P8_N18 N18 0.012,False,0,0
44302,9527,,cifar,0.012,N18,CIFAR_P3_N18,timeout,3600.0,1127.0,babsb,CIFAR_P3_N18 N18 0.012,False,0,0
44303,9524,,cifar,0.012,N2,CIFAR_P35_N2,timeout,3600.0,1124.0,babsb,CIFAR_P35_N2 N2 0.012,False,0,0
44304,9496,,cifar,0.012,N17,CIFAR_P96_N17,timeout,3600.0,1096.0,babsb,CIFAR_P96_N17 N17 0.012,False,0,0
44305,9493,,cifar,0.012,N42,CIFAR_P96_N42,timeout,3600.0,1093.0,babsb,CIFAR_P96_N42 N42 0.012,False,0,0
44306,9489,,cifar,0.012,N15,CIFAR_P61_N15,timeout,3600.0,1089.0,babsb,CIFAR_P61_N15 N15 0.012,False,0,0
44307,9532,,cifar,0.012,N13,CIFAR_P62_N13,timeout,3600.0,1132.0,babsb,CIFAR_P62_N13 N13 0.012,False,0,0
44308,9535,,cifar,0.012,N4,CIFAR_P83_N4,timeout,3600.0,1135.0,babsb,CIFAR_P83_N4 N4 0.012,False,0,0
44309,9580,,cifar,0.012,N34,CIFAR_P72_N34,timeout,3600.0,1180.0,babsb,CIFAR_P72_N34 N34 0.012,False,0,0
44310,9552,,cifar,0.012,N34,CIFAR_P64_N34,timeout,3600.0,1152.0,babsb,CIFAR_P64_N34 N34 0.012,False,0,0
44311,9548,,cifar,0.012,N17,CIFAR_P29_N17,timeout,3600.0,1148.0,babsb,CIFAR_P29_N17 N17 0.012,False,0,0
44312,9547,,cifar,0.012,N15,CIFAR_P13_N15,timeout,3600.0,1147.0,babsb,CIFAR_P13_N15 N15 0.012,False,0,0
44313,9916,,cifar,0.012,N17,CIFAR_P84_N17,timeout,3600.0,1516.0,babsb,CIFAR_P84_N17 N17 0.012,False,0,0
44314,9905,,cifar,0.012,N2,CIFAR_P71_N2,timeout,3600.0,1505.0,babsb,CIFAR_P71_N2 N2 0.012,False,0,0
44315,9890,,cifar,0.012,N13,CIFAR_P21_N13,timeout,3600.0,1490.0,babsb,CIFAR_P21_N13 N13 0.012,False,0,0
44316,9888,,cifar,0.012,N5,CIFAR_P38_N5,outofmemory,3600.0,1488.0,babsb,CIFAR_P38_N5 N5 0.012,False,0,0
44317,9885,,cifar,0.012,N2,CIFAR_P56_N2,timeout,3600.0,1485.0,babsb,CIFAR_P56_N2 N2 0.012,False,0,0
44318,9883,,cifar,0.012,N18,CIFAR_P33_N18,timeout,3600.0,1483.0,babsb,CIFAR_P33_N18 N18 0.012,False,0,0
44319,9879,,cifar,0.012,N17,CIFAR_P97_N17,timeout,3600.0,1479.0,babsb,CIFAR_P97_N17 N17 0.012,False,0,0
44320,9877,,cifar,0.012,N15,CIFAR_P79_N15,timeout,3600.0,1477.0,babsb,CIFAR_P79_N15 N15 0.012,False,0,0
44321,9928,,cifar,0.012,N5,CIFAR_P16_N5,outofmemory,3600.0,1528.0,babsb,CIFAR_P16_N5 N5 0.012,False,0,0
44322,9967,,cifar,0.012,N42,CIFAR_P64_N42,timeout,3600.0,1567.0,babsb,CIFAR_P64_N42 N42 0.012,False,0,0
44323,9989,,cifar,0.012,N13,CIFAR_P93_N13,timeout,3600.0,1589.0,babsb,CIFAR_P93_N13 N13 0.012,False,0,0
44324,9987,,cifar,0.012,N4,CIFAR_P78_N4,timeout,3600.0,1587.0,babsb,CIFAR_P78_N4 N4 0.012,False,0,0
44325,9945,,cifar,0.012,N13,CIFAR_P22_N13,timeout,3600.0,1545.0,babsb,CIFAR_P22_N13 N13 0.012,False,0,0
44326,9783,,cifar,0.012,N18,CIFAR_P58_N18,timeout,3600.0,1383.0,babsb,CIFAR_P58_N18 N18 0.012,False,0,0
44327,9781,,cifar,0.012,N34,CIFAR_P46_N34,timeout,3600.0,1381.0,babsb,CIFAR_P46_N34 N34 0.012,False,0,0
44328,9776,,cifar,0.012,N4,CIFAR_P82_N4,timeout,3600.0,1376.0,babsb,CIFAR_P82_N4 N4 0.012,False,0,0
44329,9766,,cifar,0.012,N32,CIFAR_P59_N32,timeout,3600.0,1366.0,babsb,CIFAR_P59_N32 N32 0.012,False,0,0
44330,9763,,cifar,0.012,N13,CIFAR_P77_N13,timeout,3600.0,1363.0,babsb,CIFAR_P77_N13 N13 0.012,False,0,0
44331,9750,,cifar,0.012,N5,CIFAR_P83_N5,outofmemory,3600.0,1350.0,babsb,CIFAR_P83_N5 N5 0.012,False,0,0
44332,9745,,cifar,0.012,N5,CIFAR_P23_N5,outofmemory,3600.0,1345.0,babsb,CIFAR_P23_N5 N5 0.012,False,0,0
44333,9741,,cifar,0.012,N15,CIFAR_P89_N15,timeout,3600.0,1341.0,babsb,CIFAR_P89_N15 N15 0.012,False,0,0
44334,9738,,cifar,0.012,N13,CIFAR_P84_N13,timeout,3600.0,1338.0,babsb,CIFAR_P84_N13 N13 0.012,False,0,0
44335,9733,,cifar,0.012,N25,CIFAR_P20_N25,outofmemory,3600.0,1333.0,babsb,CIFAR_P20_N25 N25 0.012,False,0,0
44336,9728,,cifar,0.012,N17,CIFAR_P35_N17,timeout,3600.0,1328.0,babsb,CIFAR_P35_N17 N17 0.012,False,0,0
44337,9790,,cifar,0.012,N25,CIFAR_P72_N25,outofmemory,3600.0,1390.0,babsb,CIFAR_P72_N25 N25 0.012,False,0,0
44338,9857,,cifar,0.012,N17,CIFAR_P65_N17,timeout,3600.0,1457.0,babsb,CIFAR_P65_N17 N17 0.012,False,0,0
44339,9842,,cifar,0.012,N13,CIFAR_P71_N13,timeout,3600.0,1442.0,babsb,CIFAR_P71_N13 N13 0.012,False,0,0
44340,9837,,cifar,0.012,N5,CIFAR_P9_N5,outofmemory,3600.0,1437.0,babsb,CIFAR_P9_N5 N5 0.012,False,0,0
44341,9826,,cifar,0.012,N15,CIFAR_P25_N15,timeout,3600.0,1426.0,babsb,CIFAR_P25_N15 N15 0.012,False,0,0
44342,9793,,cifar,0.012,N13,CIFAR_P43_N13,timeout,3600.0,1393.0,babsb,CIFAR_P43_N13 N13 0.012,False,0,0
44343,9823,,cifar,0.012,N32,CIFAR_P3_N32,timeout,3600.0,1423.0,babsb,CIFAR_P3_N32 N32 0.012,False,0,0
44344,9822,,cifar,0.012,N5,CIFAR_P99_N5,outofmemory,3600.0,1422.0,babsb,CIFAR_P99_N5 N5 0.012,False,0,0
44345,9821,,cifar,0.012,N2,CIFAR_P63_N2,timeout,3600.0,1421.0,babsb,CIFAR_P63_N2 N2 0.012,False,0,0
44346,9817,,cifar,0.012,N34,CIFAR_P86_N34,timeout,3600.0,1417.0,babsb,CIFAR_P86_N34 N34 0.012,False,0,0
44347,9809,,cifar,0.012,N18,CIFAR_P52_N18,timeout,3600.0,1409.0,babsb,CIFAR_P52_N18 N18 0.012,False,0,0
44348,9796,,cifar,0.012,N4,CIFAR_P77_N4,timeout,3600.0,1396.0,babsb,CIFAR_P77_N4 N4 0.012,False,0,0
44349,8465,,cifar,0.012,N25,CIFAR_P69_N25,outofmemory,3600.0,65.0,babsb,CIFAR_P69_N25 N25 0.012,False,0,0
44350,2597,,cifar,0.012,N5,CIFAR_P54_N5,outofmemory,3600.0,2597.0,verinet,CIFAR_P54_N5 N5 0.012,False,0,0
44351,2580,,cifar,0.012,N5,CIFAR_P5_N5,outofmemory,3600.0,2580.0,verinet,CIFAR_P5_N5 N5 0.012,False,0,0
44352,2570,,cifar,0.012,N5,CIFAR_P11_N5,outofmemory,3600.0,2570.0,verinet,CIFAR_P11_N5 N5 0.012,False,0,0
44353,2562,,cifar,0.012,N4,CIFAR_P64_N4,timeout,3600.0,2562.0,verinet,CIFAR_P64_N4 N4 0.012,False,0,0
44354,2554,,cifar,0.012,N5,CIFAR_P62_N5,outofmemory,3600.0,2554.0,verinet,CIFAR_P62_N5 N5 0.012,False,0,0
44355,2543,,cifar,0.012,N4,CIFAR_P67_N4,timeout,3600.0,2543.0,verinet,CIFAR_P67_N4 N4 0.012,False,0,0
44356,2669,,cifar,0.012,N5,CIFAR_P50_N5,outofmemory,3600.0,2669.0,verinet,CIFAR_P50_N5 N5 0.012,False,0,0
44357,2663,,cifar,0.012,N25,CIFAR_P56_N25,outofmemory,3600.0,2663.0,verinet,CIFAR_P56_N25 N25 0.012,False,0,0
44358,2648,,cifar,0.012,N5,CIFAR_P0_N5,outofmemory,3600.0,2648.0,verinet,CIFAR_P0_N5 N5 0.012,False,0,0
44359,2530,,cifar,0.012,N25,CIFAR_P6_N25,outofmemory,3600.0,2530.0,verinet,CIFAR_P6_N25 N25 0.012,False,0,0
44360,2400,,cifar,0.012,N25,CIFAR_P69_N25,outofmemory,3600.0,2400.0,verinet,CIFAR_P69_N25 N25 0.012,False,0,0
44361,2385,,cifar,0.012,N4,CIFAR_P59_N4,timeout,3600.0,2385.0,verinet,CIFAR_P59_N4 N4 0.012,False,0,0
44362,2476,,cifar,0.012,N25,CIFAR_P19_N25,outofmemory,3600.0,2476.0,verinet,CIFAR_P19_N25 N25 0.012,False,0,0
44363,2907,,cifar,0.012,N17,CIFAR_P4_N17,timeout,3600.0,2907.0,verinet,CIFAR_P4_N17 N17 0.012,False,0,0
44364,2888,,cifar,0.012,N5,CIFAR_P16_N5,outofmemory,3600.0,2888.0,verinet,CIFAR_P16_N5 N5 0.012,False,0,0
44365,2883,,cifar,0.012,N25,CIFAR_P50_N25,outofmemory,3600.0,2883.0,verinet,CIFAR_P50_N25 N25 0.012,False,0,0
44366,2867,,cifar,0.012,N25,CIFAR_P11_N25,outofmemory,3600.0,2867.0,verinet,CIFAR_P11_N25 N25 0.012,False,0,0
44367,2914,,cifar,0.012,N5,CIFAR_P14_N5,outofmemory,3600.0,2914.0,verinet,CIFAR_P14_N5 N5 0.012,False,0,0
44368,2719,,cifar,0.012,N5,CIFAR_P66_N5,outofmemory,3600.0,2719.0,verinet,CIFAR_P66_N5 N5 0.012,False,0,0
44369,2768,,cifar,0.012,N13,CIFAR_P19_N13,timeout,3600.0,2768.0,verinet,CIFAR_P19_N13 N13 0.012,False,0,0
44370,2770,,cifar,0.012,N4,CIFAR_P80_N4,timeout,3600.0,2770.0,verinet,CIFAR_P80_N4 N4 0.012,False,0,0
44371,1913,,cifar,0.012,N5,CIFAR_P9_N5,outofmemory,3600.0,1913.0,verinet,CIFAR_P9_N5 N5 0.012,False,0,0
44372,1891,,cifar,0.012,N5,CIFAR_P17_N5,outofmemory,3600.0,1891.0,verinet,CIFAR_P17_N5 N5 0.012,False,0,0
44373,1954,,cifar,0.012,N5,CIFAR_P48_N5,outofmemory,3600.0,1954.0,verinet,CIFAR_P48_N5 N5 0.012,False,0,0
44374,2039,,cifar,0.012,N5,CIFAR_P45_N5,outofmemory,3600.0,2039.0,verinet,CIFAR_P45_N5 N5 0.012,False,0,0
44375,1992,,cifar,0.012,N25,CIFAR_P99_N25,outofmemory,3600.0,1992.0,verinet,CIFAR_P99_N25 N25 0.012,False,0,0
44376,1985,,cifar,0.012,N25,CIFAR_P2_N25,outofmemory,3600.0,1985.0,verinet,CIFAR_P2_N25 N25 0.012,False,0,0
44377,1736,,cifar,0.012,N25,CIFAR_P52_N25,outofmemory,3600.0,1736.0,verinet,CIFAR_P52_N25 N25 0.012,False,0,0
44378,1713,,cifar,0.012,N5,CIFAR_P64_N5,outofmemory,3600.0,1713.0,verinet,CIFAR_P64_N5 N5 0.012,False,0,0
44379,1817,,cifar,0.012,N5,CIFAR_P89_N5,outofmemory,3600.0,1817.0,verinet,CIFAR_P89_N5 N5 0.012,False,0,0
44380,1804,,cifar,0.012,N5,CIFAR_P43_N5,outofmemory,3600.0,1804.0,verinet,CIFAR_P43_N5 N5 0.012,False,0,0
44381,1799,,cifar,0.012,N25,CIFAR_P38_N25,outofmemory,3600.0,1799.0,verinet,CIFAR_P38_N25 N25 0.012,False,0,0
44382,2252,,cifar,0.012,N5,CIFAR_P28_N5,outofmemory,3600.0,2252.0,verinet,CIFAR_P28_N5 N5 0.012,False,0,0
44383,2192,,cifar,0.012,N25,CIFAR_P29_N25,outofmemory,3600.0,2192.0,verinet,CIFAR_P29_N25 N25 0.012,False,0,0
44384,2319,,cifar,0.012,N25,CIFAR_P34_N25,outofmemory,3600.0,2319.0,verinet,CIFAR_P34_N25 N25 0.012,False,0,0
44385,2116,,cifar,0.012,N5,CIFAR_P76_N5,outofmemory,3600.0,2116.0,verinet,CIFAR_P76_N5 N5 0.012,False,0,0
44386,2186,,cifar,0.012,N25,CIFAR_P9_N25,outofmemory,3600.0,2186.0,verinet,CIFAR_P9_N25 N25 0.012,False,0,0
44387,2177,,cifar,0.012,N5,CIFAR_P47_N5,outofmemory,3600.0,2177.0,verinet,CIFAR_P47_N5 N5 0.012,False,0,0
44388,2160,,cifar,0.012,N4,CIFAR_P30_N4,timeout,3600.0,2160.0,verinet,CIFAR_P30_N4 N4 0.012,False,0,0
44389,2145,,cifar,0.012,N25,CIFAR_P33_N25,outofmemory,3600.0,2145.0,verinet,CIFAR_P33_N25 N25 0.012,False,0,0
44390,2138,,cifar,0.012,N5,CIFAR_P24_N5,outofmemory,3600.0,2138.0,verinet,CIFAR_P24_N5 N5 0.012,False,0,0
44391,3836,,cifar,0.012,N25,CIFAR_P97_N25,outofmemory,3600.0,3836.0,verinet,CIFAR_P97_N25 N25 0.012,False,0,0
44392,3824,,cifar,0.012,N5,CIFAR_P8_N5,outofmemory,3600.0,3824.0,verinet,CIFAR_P8_N5 N5 0.012,False,0,0
44393,3810,,cifar,0.012,N5,CIFAR_P74_N5,outofmemory,3600.0,3810.0,verinet,CIFAR_P74_N5 N5 0.012,False,0,0
44394,3657,,cifar,0.012,N4,CIFAR_P61_N4,timeout,3600.0,3657.0,verinet,CIFAR_P61_N4 N4 0.012,False,0,0
44395,3705,,cifar,0.012,N25,CIFAR_P93_N25,outofmemory,3600.0,3705.0,verinet,CIFAR_P93_N25 N25 0.012,False,0,0
44396,3756,,cifar,0.012,N4,CIFAR_P47_N4,timeout,3600.0,3756.0,verinet,CIFAR_P47_N4 N4 0.012,False,0,0
44397,3751,,cifar,0.012,N5,CIFAR_P10_N5,outofmemory,3600.0,3751.0,verinet,CIFAR_P10_N5 N5 0.012,False,0,0
44398,3748,,cifar,0.012,N25,CIFAR_P61_N25,outofmemory,3600.0,3748.0,verinet,CIFAR_P61_N25 N25 0.012,False,0,0
44399,4159,,cifar,0.012,N5,CIFAR_P6_N5,outofmemory,3600.0,4159.0,verinet,CIFAR_P6_N5 N5 0.012,False,0,0
44400,4126,,cifar,0.012,N25,CIFAR_P71_N25,outofmemory,3600.0,4126.0,verinet,CIFAR_P71_N25 N25 0.012,False,0,0
44401,8454,,cifar,0.012,N34,CIFAR_P78_N34,timeout,3600.0,54.0,babsb,CIFAR_P78_N34 N34 0.012,False,0,0
44402,8453,,cifar,0.012,N18,CIFAR_P1_N18,timeout,3600.0,53.0,babsb,CIFAR_P1_N18 N18 0.012,False,0,0
44403,8450,,cifar,0.012,N32,CIFAR_P94_N32,timeout,3600.0,50.0,babsb,CIFAR_P94_N32 N32 0.012,False,0,0
44404,8425,,cifar,0.012,N17,CIFAR_P74_N17,timeout,3600.0,25.0,babsb,CIFAR_P74_N17 N17 0.012,False,0,0
44405,8422,,cifar,0.012,N2,CIFAR_P78_N2,timeout,3600.0,22.0,babsb,CIFAR_P78_N2 N2 0.012,False,0,0
44406,8421,,cifar,0.012,N2,CIFAR_P40_N2,timeout,3600.0,21.0,babsb,CIFAR_P40_N2 N2 0.012,False,0,0
44407,8415,,cifar,0.012,N17,CIFAR_P36_N17,timeout,3600.0,15.0,babsb,CIFAR_P36_N17 N17 0.012,False,0,0
44408,4012,,cifar,0.012,N25,CIFAR_P12_N25,outofmemory,3600.0,4012.0,verinet,CIFAR_P12_N25 N25 0.012,False,0,0
44409,4096,,cifar,0.012,N25,CIFAR_P37_N25,outofmemory,3600.0,4096.0,verinet,CIFAR_P37_N25 N25 0.012,False,0,0
44410,4060,,cifar,0.012,N25,CIFAR_P51_N25,outofmemory,3600.0,4060.0,verinet,CIFAR_P51_N25 N25 0.012,False,0,0
44411,3217,,cifar,0.012,N4,CIFAR_P85_N4,timeout,3600.0,3217.0,verinet,CIFAR_P85_N4 N4 0.012,False,0,0
44412,3205,,cifar,0.012,N25,CIFAR_P10_N25,outofmemory,3600.0,3205.0,verinet,CIFAR_P10_N25 N25 0.012,False,0,0
44413,3150,,cifar,0.012,N4,CIFAR_P42_N4,timeout,3600.0,3150.0,verinet,CIFAR_P42_N4 N4 0.012,False,0,0
44414,3272,,cifar,0.012,N25,CIFAR_P41_N25,outofmemory,3600.0,3272.0,verinet,CIFAR_P41_N25 N25 0.012,False,0,0
44415,3285,,cifar,0.012,N5,CIFAR_P12_N5,outofmemory,3600.0,3285.0,verinet,CIFAR_P12_N5 N5 0.012,False,0,0
44416,3274,,cifar,0.012,N4,CIFAR_P89_N4,timeout,3600.0,3274.0,verinet,CIFAR_P89_N4 N4 0.012,False,0,0
44417,3273,,cifar,0.012,N5,CIFAR_P41_N5,outofmemory,3600.0,3273.0,verinet,CIFAR_P41_N5 N5 0.012,False,0,0
44418,3237,,cifar,0.012,N25,CIFAR_P14_N25,outofmemory,3600.0,3237.0,verinet,CIFAR_P14_N25 N25 0.012,False,0,0
44419,3040,,cifar,0.012,N25,CIFAR_P21_N25,outofmemory,3600.0,3040.0,verinet,CIFAR_P21_N25 N25 0.012,False,0,0
44420,3010,,cifar,0.012,N5,CIFAR_P38_N5,outofmemory,3600.0,3010.0,verinet,CIFAR_P38_N5 N5 0.012,False,0,0
44421,2990,,cifar,0.012,N4,CIFAR_P12_N4,timeout,3600.0,2990.0,verinet,CIFAR_P12_N4 N4 0.012,False,0,0
44422,3043,,cifar,0.012,N25,CIFAR_P92_N25,outofmemory,3600.0,3043.0,verinet,CIFAR_P92_N25 N25 0.012,False,0,0
44423,3124,,cifar,0.012,N5,CIFAR_P15_N5,outofmemory,3600.0,3124.0,verinet,CIFAR_P15_N5 N5 0.012,False,0,0
44424,3084,,cifar,0.012,N5,CIFAR_P3_N5,outofmemory,3600.0,3084.0,verinet,CIFAR_P3_N5 N5 0.012,False,0,0
44425,3061,,cifar,0.012,N25,CIFAR_P3_N25,outofmemory,3600.0,3061.0,verinet,CIFAR_P3_N25 N25 0.012,False,0,0
44426,3510,,cifar,0.012,N5,CIFAR_P90_N5,outofmemory,3600.0,3510.0,verinet,CIFAR_P90_N5 N5 0.012,False,0,0
44427,3491,,cifar,0.012,N25,CIFAR_P25_N25,outofmemory,3600.0,3491.0,verinet,CIFAR_P25_N25 N25 0.012,False,0,0
44428,3456,,cifar,0.012,N5,CIFAR_P85_N5,outofmemory,3600.0,3456.0,verinet,CIFAR_P85_N5 N5 0.012,False,0,0
44429,3380,,cifar,0.012,N25,CIFAR_P4_N25,outofmemory,3600.0,3380.0,verinet,CIFAR_P4_N25 N25 0.012,False,0,0
44430,3385,,cifar,0.012,N5,CIFAR_P92_N5,outofmemory,3600.0,3385.0,verinet,CIFAR_P92_N5 N5 0.012,False,0,0
44431,3438,,cifar,0.012,N25,CIFAR_P28_N25,outofmemory,3600.0,3438.0,verinet,CIFAR_P28_N25 N25 0.012,False,0,0
44432,3431,,cifar,0.012,N5,CIFAR_P81_N5,outofmemory,3600.0,3431.0,verinet,CIFAR_P81_N5 N5 0.012,False,0,0
44433,3407,,cifar,0.012,N25,CIFAR_P60_N25,outofmemory,3600.0,3407.0,verinet,CIFAR_P60_N25 N25 0.012,False,0,0
44434,3395,,cifar,0.012,N25,CIFAR_P79_N25,outofmemory,3600.0,3395.0,verinet,CIFAR_P79_N25 N25 0.012,False,0,0
44435,17198,,cifar,0.012,N25,CIFAR_P38_N25,outofmemory,3600.0,398.0,nnenum,CIFAR_P38_N25 N25 0.012,False,0,0
44436,17197,,cifar,0.012,N2,CIFAR_P47_N2,outofmemory,3600.0,397.0,nnenum,CIFAR_P47_N2 N2 0.012,False,0,0
44437,17192,,cifar,0.012,N42,CIFAR_P46_N42,outofmemory,3600.0,392.0,nnenum,CIFAR_P46_N42 N42 0.012,False,0,0
44438,17185,,cifar,0.012,N32,CIFAR_P56_N32,outofmemory,3600.0,385.0,nnenum,CIFAR_P56_N32 N32 0.012,False,0,0
44439,17184,,cifar,0.012,N13,CIFAR_P68_N13,outofmemory,3600.0,384.0,nnenum,CIFAR_P68_N13 N13 0.012,False,0,0
44440,17180,,cifar,0.012,N32,CIFAR_P86_N32,outofmemory,3600.0,380.0,nnenum,CIFAR_P86_N32 N32 0.012,False,0,0
44441,17179,,cifar,0.012,N32,CIFAR_P8_N32,outofmemory,3600.0,379.0,nnenum,CIFAR_P8_N32 N32 0.012,False,0,0
44442,17178,,cifar,0.012,N2,CIFAR_P48_N2,outofmemory,3600.0,378.0,nnenum,CIFAR_P48_N2 N2 0.012,False,0,0
44443,17177,,cifar,0.012,N17,CIFAR_P69_N17,outofmemory,3600.0,377.0,nnenum,CIFAR_P69_N17 N17 0.012,False,0,0
44444,17176,,cifar,0.012,N34,CIFAR_P76_N34,outofmemory,3600.0,376.0,nnenum,CIFAR_P76_N34 N34 0.012,False,0,0
44445,17170,,cifar,0.012,N32,CIFAR_P64_N32,outofmemory,3600.0,370.0,nnenum,CIFAR_P64_N32 N32 0.012,False,0,0
44446,17208,,cifar,0.012,N42,CIFAR_P37_N42,outofmemory,3600.0,408.0,nnenum,CIFAR_P37_N42 N42 0.012,False,0,0
44447,17254,,cifar,0.012,N17,CIFAR_P97_N17,outofmemory,3600.0,454.0,nnenum,CIFAR_P97_N17 N17 0.012,False,0,0
44448,17253,,cifar,0.012,N32,CIFAR_P11_N32,outofmemory,3600.0,453.0,nnenum,CIFAR_P11_N32 N32 0.012,False,0,0
44449,17252,,cifar,0.012,N17,CIFAR_P38_N17,outofmemory,3600.0,452.0,nnenum,CIFAR_P38_N17 N17 0.012,False,0,0
44450,17250,,cifar,0.012,N25,CIFAR_P20_N25,outofmemory,3600.0,450.0,nnenum,CIFAR_P20_N25 N25 0.012,False,0,0
44451,17249,,cifar,0.012,N18,CIFAR_P17_N18,outofmemory,3600.0,449.0,nnenum,CIFAR_P17_N18 N18 0.012,False,0,0
44452,17248,,cifar,0.012,N15,CIFAR_P55_N15,outofmemory,3600.0,448.0,nnenum,CIFAR_P55_N15 N15 0.012,False,0,0
44453,17244,,cifar,0.012,N42,CIFAR_P15_N42,outofmemory,3600.0,444.0,nnenum,CIFAR_P15_N42 N42 0.012,False,0,0
44454,17232,,cifar,0.012,N18,CIFAR_P92_N18,outofmemory,3600.0,432.0,nnenum,CIFAR_P92_N18 N18 0.012,False,0,0
44455,17230,,cifar,0.012,N15,CIFAR_P51_N15,outofmemory,3600.0,430.0,nnenum,CIFAR_P51_N15 N15 0.012,False,0,0
44456,17228,,cifar,0.012,N2,CIFAR_P24_N2,outofmemory,3600.0,428.0,nnenum,CIFAR_P24_N2 N2 0.012,False,0,0
44457,17216,,cifar,0.012,N42,CIFAR_P29_N42,outofmemory,3600.0,416.0,nnenum,CIFAR_P29_N42 N42 0.012,False,0,0
44458,17096,,cifar,0.012,N4,CIFAR_P1_N4,outofmemory,3600.0,296.0,nnenum,CIFAR_P1_N4 N4 0.012,False,0,0
44459,17094,,cifar,0.012,N34,CIFAR_P48_N34,outofmemory,3600.0,294.0,nnenum,CIFAR_P48_N34 N34 0.012,False,0,0
44460,17092,,cifar,0.012,N18,CIFAR_P16_N18,outofmemory,3600.0,292.0,nnenum,CIFAR_P16_N18 N18 0.012,False,0,0
44461,17089,,cifar,0.012,N15,CIFAR_P14_N15,outofmemory,3600.0,289.0,nnenum,CIFAR_P14_N15 N15 0.012,False,0,0
