,Unnamed: 0,0,Dataset,Epsilon,Network,Image,Result,TotalTime,Unnamed: 0.1,Verifier,instance,solved_bool,solved,score
7769,1501,,cifar,0.012,N15,CIFAR_P55_N15,sat,8.9262,1501.0,verinet,CIFAR_P55_N15 N15 0.012,True,1,1
7771,1505,,cifar,0.012,N13,CIFAR_P77_N13,sat,25.6091,1505.0,verinet,CIFAR_P77_N13 N13 0.012,True,1,1
7772,1507,,cifar,0.012,N18,CIFAR_P48_N18,sat,7.0627,1507.0,verinet,CIFAR_P48_N18 N18 0.012,True,1,1
7773,1513,,cifar,0.012,N2,CIFAR_P14_N2,sat,8.5378,1513.0,verinet,CIFAR_P14_N2 N2 0.012,True,1,1
7774,1514,,cifar,0.012,N34,CIFAR_P16_N34,sat,12.6494,1514.0,verinet,CIFAR_P16_N34 N34 0.012,True,1,1
7776,1516,,cifar,0.012,N32,CIFAR_P61_N32,sat,7.0858,1516.0,verinet,CIFAR_P61_N32 N32 0.012,True,1,1
7777,1517,,cifar,0.012,N32,CIFAR_P57_N32,sat,12.3285,1517.0,verinet,CIFAR_P57_N32 N32 0.012,True,1,1
7780,1558,,cifar,0.012,N42,CIFAR_P36_N42,sat,17.0161,1558.0,verinet,CIFAR_P36_N42 N42 0.012,True,1,1
7782,1673,,cifar,0.012,N42,CIFAR_P37_N42,sat,5.9593,1673.0,verinet,CIFAR_P37_N42 N42 0.012,True,1,1
7783,1639,,cifar,0.012,N42,CIFAR_P39_N42,sat,5.9095,1639.0,verinet,CIFAR_P39_N42 N42 0.012,True,1,1
7785,1628,,cifar,0.012,N13,CIFAR_P29_N13,sat,26.0273,1628.0,verinet,CIFAR_P29_N13 N13 0.012,True,1,1
7790,1638,,cifar,0.012,N34,CIFAR_P97_N34,sat,25.9932,1638.0,verinet,CIFAR_P97_N34 N34 0.012,True,1,1
7792,1566,,cifar,0.012,N15,CIFAR_P25_N15,unsat,77.188,1566.0,verinet,CIFAR_P25_N15 N15 0.012,True,1,1
7795,1663,,cifar,0.012,N2,CIFAR_P21_N2,unsat,75.46,1663.0,verinet,CIFAR_P21_N2 N2 0.012,True,1,1
7796,1665,,cifar,0.012,N15,CIFAR_P47_N15,sat,9.316,1665.0,verinet,CIFAR_P47_N15 N15 0.012,True,1,1
7797,1666,,cifar,0.012,N15,CIFAR_P56_N15,sat,9.3665,1666.0,verinet,CIFAR_P56_N15 N15 0.012,True,1,1
7800,1618,,cifar,0.012,N34,CIFAR_P99_N34,sat,6.4311,1618.0,verinet,CIFAR_P99_N34 N34 0.012,True,1,1
7802,1612,,cifar,0.012,N42,CIFAR_P66_N42,sat,5.6567,1612.0,verinet,CIFAR_P66_N42 N42 0.012,True,1,1
7803,1606,,cifar,0.012,N32,CIFAR_P70_N32,unsat,54.9871,1606.0,verinet,CIFAR_P70_N32 N32 0.012,True,1,1
7805,1570,,cifar,0.012,N34,CIFAR_P83_N34,sat,6.2598,1570.0,verinet,CIFAR_P83_N34 N34 0.012,True,1,1
7810,1585,,cifar,0.012,N13,CIFAR_P68_N13,sat,6.296,1585.0,verinet,CIFAR_P68_N13 N13 0.012,True,1,1
7812,1587,,cifar,0.012,N13,CIFAR_P76_N13,sat,12.8892,1587.0,verinet,CIFAR_P76_N13 N13 0.012,True,1,1
7816,1597,,cifar,0.012,N13,CIFAR_P73_N13,sat,6.2223,1597.0,verinet,CIFAR_P73_N13 N13 0.012,True,1,1
7820,1491,,cifar,0.012,N32,CIFAR_P24_N32,sat,6.4326,1491.0,verinet,CIFAR_P24_N32 N32 0.012,True,1,1
7821,1490,,cifar,0.012,N18,CIFAR_P50_N18,sat,6.7802,1490.0,verinet,CIFAR_P50_N18 N18 0.012,True,1,1
7822,1377,,cifar,0.012,N18,CIFAR_P78_N18,sat,6.5388,1377.0,verinet,CIFAR_P78_N18 N18 0.012,True,1,1
7823,1361,,cifar,0.012,N13,CIFAR_P37_N13,sat,6.4097,1361.0,verinet,CIFAR_P37_N13 N13 0.012,True,1,1
7825,1365,,cifar,0.012,N2,CIFAR_P82_N2,sat,17.9226,1365.0,verinet,CIFAR_P82_N2 N2 0.012,True,1,1
7826,1366,,cifar,0.012,N32,CIFAR_P92_N32,sat,6.4053,1366.0,verinet,CIFAR_P92_N32 N32 0.012,True,1,1
7828,1368,,cifar,0.012,N42,CIFAR_P21_N42,unsat,49.566,1368.0,verinet,CIFAR_P21_N42 N42 0.012,True,1,1
7831,1489,,cifar,0.012,N34,CIFAR_P45_N34,sat,6.7002,1489.0,verinet,CIFAR_P45_N34 N34 0.012,True,1,1
7834,1388,,cifar,0.012,N13,CIFAR_P48_N13,sat,6.1823,1388.0,verinet,CIFAR_P48_N13 N13 0.012,True,1,1
7835,1392,,cifar,0.012,N34,CIFAR_P19_N34,sat,5.942,1392.0,verinet,CIFAR_P19_N34 N34 0.012,True,1,1
7836,1394,,cifar,0.012,N32,CIFAR_P2_N32,sat,20.3105,1394.0,verinet,CIFAR_P2_N32 N32 0.012,True,1,1
7837,1395,,cifar,0.012,N15,CIFAR_P13_N15,sat,9.6213,1395.0,verinet,CIFAR_P13_N15 N15 0.012,True,1,1
7842,1354,,cifar,0.012,N15,CIFAR_P50_N15,sat,8.8247,1354.0,verinet,CIFAR_P50_N15 N15 0.012,True,1,1
7843,1311,,cifar,0.012,N15,CIFAR_P98_N15,unsat,79.0036,1311.0,verinet,CIFAR_P98_N15 N15 0.012,True,1,1
7844,1314,,cifar,0.012,N2,CIFAR_P33_N2,sat,17.367,1314.0,verinet,CIFAR_P33_N2 N2 0.012,True,1,1
7849,1325,,cifar,0.012,N32,CIFAR_P89_N32,sat,6.6932,1325.0,verinet,CIFAR_P89_N32 N32 0.012,True,1,1
7851,1333,,cifar,0.012,N34,CIFAR_P43_N34,sat,12.6389,1333.0,verinet,CIFAR_P43_N34 N34 0.012,True,1,1
7852,1336,,cifar,0.012,N2,CIFAR_P49_N2,sat,43.1097,1336.0,verinet,CIFAR_P49_N2 N2 0.012,True,1,1
7853,1339,,cifar,0.012,N34,CIFAR_P56_N34,sat,6.5265,1339.0,verinet,CIFAR_P56_N34 N34 0.012,True,1,1
7854,1342,,cifar,0.012,N15,CIFAR_P76_N15,sat,8.839,1342.0,verinet,CIFAR_P76_N15 N15 0.012,True,1,1
7855,1346,,cifar,0.012,N34,CIFAR_P52_N34,sat,19.2404,1346.0,verinet,CIFAR_P52_N34 N34 0.012,True,1,1
7856,1349,,cifar,0.012,N17,CIFAR_P54_N17,sat,6.2411,1349.0,verinet,CIFAR_P54_N17 N17 0.012,True,1,1
7858,1397,,cifar,0.012,N17,CIFAR_P67_N17,unsat,51.8749,1397.0,verinet,CIFAR_P67_N17 N17 0.012,True,1,1
7859,1398,,cifar,0.012,N42,CIFAR_P49_N42,sat,6.0083,1398.0,verinet,CIFAR_P49_N42 N42 0.012,True,1,1
7861,1448,,cifar,0.012,N17,CIFAR_P28_N17,sat,6.0479,1448.0,verinet,CIFAR_P28_N17 N17 0.012,True,1,1
7863,1457,,cifar,0.012,N13,CIFAR_P33_N13,sat,6.3555,1457.0,verinet,CIFAR_P33_N13 N13 0.012,True,1,1
7864,1458,,cifar,0.012,N18,CIFAR_P5_N18,sat,12.9462,1458.0,verinet,CIFAR_P5_N18 N18 0.012,True,1,1
7865,1463,,cifar,0.012,N34,CIFAR_P48_N34,sat,6.4174,1463.0,verinet,CIFAR_P48_N34 N34 0.012,True,1,1
7868,1468,,cifar,0.012,N13,CIFAR_P7_N13,sat,11.4664,1468.0,verinet,CIFAR_P7_N13 N13 0.012,True,1,1
7872,1476,,cifar,0.012,N18,CIFAR_P83_N18,sat,11.9764,1476.0,verinet,CIFAR_P83_N18 N18 0.012,True,1,1
7874,1479,,cifar,0.012,N18,CIFAR_P79_N18,sat,6.5484,1479.0,verinet,CIFAR_P79_N18 N18 0.012,True,1,1
7876,1484,,cifar,0.012,N15,CIFAR_P67_N15,sat,43.5679,1484.0,verinet,CIFAR_P67_N15 N15 0.012,True,1,1
7877,1451,,cifar,0.012,N32,CIFAR_P79_N32,sat,6.4461,1451.0,verinet,CIFAR_P79_N32 N32 0.012,True,1,1
7878,1446,,cifar,0.012,N17,CIFAR_P25_N17,unsat,51.6548,1446.0,verinet,CIFAR_P25_N17 N17 0.012,True,1,1
7880,1443,,cifar,0.012,N32,CIFAR_P38_N32,sat,6.887,1443.0,verinet,CIFAR_P38_N32 N32 0.012,True,1,1
7883,1409,,cifar,0.012,N2,CIFAR_P94_N2,sat,33.9492,1409.0,verinet,CIFAR_P94_N2 N2 0.012,True,1,1
7885,1420,,cifar,0.012,N17,CIFAR_P16_N17,sat,5.8868,1420.0,verinet,CIFAR_P16_N17 N17 0.012,True,1,1
7886,1422,,cifar,0.012,N17,CIFAR_P8_N17,sat,5.8807,1422.0,verinet,CIFAR_P8_N17 N17 0.012,True,1,1
7887,1424,,cifar,0.012,N13,CIFAR_P84_N13,unsat,55.5197,1424.0,verinet,CIFAR_P84_N13 N13 0.012,True,1,1
7889,1430,,cifar,0.012,N2,CIFAR_P31_N2,sat,9.3809,1430.0,verinet,CIFAR_P31_N2 N2 0.012,True,1,1
7890,1432,,cifar,0.012,N17,CIFAR_P78_N17,sat,11.858,1432.0,verinet,CIFAR_P78_N17 N17 0.012,True,1,1
7895,1441,,cifar,0.012,N13,CIFAR_P70_N13,unsat,55.3547,1441.0,verinet,CIFAR_P70_N13 N13 0.012,True,1,1
7896,1670,,cifar,0.012,N2,CIFAR_P0_N2,sat,9.1569,1670.0,verinet,CIFAR_P0_N2 N2 0.012,True,1,1
7897,1676,,cifar,0.012,N17,CIFAR_P30_N17,sat,23.8663,1676.0,verinet,CIFAR_P30_N17 N17 0.012,True,1,1
7903,1898,,cifar,0.012,N13,CIFAR_P65_N13,unsat,56.9298,1898.0,verinet,CIFAR_P65_N13 N13 0.012,True,1,1
7904,1899,,cifar,0.012,N34,CIFAR_P6_N34,sat,6.7078,1899.0,verinet,CIFAR_P6_N34 N34 0.012,True,1,1
7905,1901,,cifar,0.012,N32,CIFAR_P98_N32,sat,44.8843,1901.0,verinet,CIFAR_P98_N32 N32 0.012,True,1,1
7908,1920,,cifar,0.012,N15,CIFAR_P95_N15,sat,42.7212,1920.0,verinet,CIFAR_P95_N15 N15 0.012,True,1,1
7912,1911,,cifar,0.012,N17,CIFAR_P87_N17,sat,6.5319,1911.0,verinet,CIFAR_P87_N17 N17 0.012,True,1,1
7913,1912,,cifar,0.012,N18,CIFAR_P61_N18,sat,6.864,1912.0,verinet,CIFAR_P61_N18 N18 0.012,True,1,1
7916,1882,,cifar,0.012,N32,CIFAR_P64_N32,sat,17.6911,1882.0,verinet,CIFAR_P64_N32 N32 0.012,True,1,1
7917,1880,,cifar,0.012,N13,CIFAR_P15_N13,sat,12.5384,1880.0,verinet,CIFAR_P15_N13 N13 0.012,True,1,1
7918,1878,,cifar,0.012,N15,CIFAR_P48_N15,sat,8.9567,1878.0,verinet,CIFAR_P48_N15 N15 0.012,True,1,1
7922,1838,,cifar,0.012,N2,CIFAR_P71_N2,sat,8.7719,1838.0,verinet,CIFAR_P71_N2 N2 0.012,True,1,1
7926,1845,,cifar,0.012,N42,CIFAR_P15_N42,sat,5.6049,1845.0,verinet,CIFAR_P15_N42 N42 0.012,True,1,1
7929,1858,,cifar,0.012,N18,CIFAR_P39_N18,sat,6.1596,1858.0,verinet,CIFAR_P39_N18 N18 0.012,True,1,1
7930,1860,,cifar,0.012,N13,CIFAR_P40_N13,sat,29.4355,1860.0,verinet,CIFAR_P40_N13 N13 0.012,True,1,1
7931,1862,,cifar,0.012,N18,CIFAR_P64_N18,sat,6.4211,1862.0,verinet,CIFAR_P64_N18 N18 0.012,True,1,1
7933,1865,,cifar,0.012,N42,CIFAR_P34_N42,sat,11.6034,1865.0,verinet,CIFAR_P34_N42 N42 0.012,True,1,1
7935,1916,,cifar,0.012,N15,CIFAR_P3_N15,sat,26.2982,1916.0,verinet,CIFAR_P3_N15 N15 0.012,True,1,1
7936,1921,,cifar,0.012,N42,CIFAR_P18_N42,sat,12.4522,1921.0,verinet,CIFAR_P18_N42 N42 0.012,True,1,1
7937,1677,,cifar,0.012,N13,CIFAR_P55_N13,sat,6.6163,1677.0,verinet,CIFAR_P55_N13 N13 0.012,True,1,1
7938,1981,,cifar,0.012,N4,CIFAR_P20_N4,sat,6.7596,1981.0,verinet,CIFAR_P20_N4 N4 0.012,True,1,1
7939,1959,,cifar,0.012,N32,CIFAR_P6_N32,sat,6.3998,1959.0,verinet,CIFAR_P6_N32 N32 0.012,True,1,1
7940,1965,,cifar,0.012,N34,CIFAR_P44_N34,sat,25.3892,1965.0,verinet,CIFAR_P44_N34 N34 0.012,True,1,1
7941,1967,,cifar,0.012,N42,CIFAR_P0_N42,sat,11.5231,1967.0,verinet,CIFAR_P0_N42 N42 0.012,True,1,1
7943,1972,,cifar,0.012,N15,CIFAR_P10_N15,sat,25.5931,1972.0,verinet,CIFAR_P10_N15 N15 0.012,True,1,1
7947,1922,,cifar,0.012,N15,CIFAR_P53_N15,sat,18.4267,1922.0,verinet,CIFAR_P53_N15 N15 0.012,True,1,1
7948,1990,,cifar,0.012,N18,CIFAR_P81_N18,sat,6.5676,1990.0,verinet,CIFAR_P81_N18 N18 0.012,True,1,1
7950,1996,,cifar,0.012,N17,CIFAR_P40_N17,sat,46.3372,1996.0,verinet,CIFAR_P40_N17 N17 0.012,True,1,1
7951,1998,,cifar,0.012,N34,CIFAR_P35_N34,unsat,55.8254,1998.0,verinet,CIFAR_P35_N34 N34 0.012,True,1,1
7952,2003,,cifar,0.012,N34,CIFAR_P80_N34,sat,6.887,2003.0,verinet,CIFAR_P80_N34 N34 0.012,True,1,1
7954,2005,,cifar,0.012,N34,CIFAR_P33_N34,sat,6.5049,2005.0,verinet,CIFAR_P33_N34 N34 0.012,True,1,1
7957,1951,,cifar,0.012,N18,CIFAR_P12_N18,sat,19.1769,1951.0,verinet,CIFAR_P12_N18 N18 0.012,True,1,1
7958,1949,,cifar,0.012,N42,CIFAR_P16_N42,sat,5.7826,1949.0,verinet,CIFAR_P16_N42 N42 0.012,True,1,1
7960,1924,,cifar,0.012,N2,CIFAR_P79_N2,sat,9.3316,1924.0,verinet,CIFAR_P79_N2 N2 0.012,True,1,1
7961,1927,,cifar,0.012,N32,CIFAR_P74_N32,sat,6.0293,1927.0,verinet,CIFAR_P74_N32 N32 0.012,True,1,1
7964,1936,,cifar,0.012,N17,CIFAR_P2_N17,sat,6.4406,1936.0,verinet,CIFAR_P2_N17 N17 0.012,True,1,1
7965,1938,,cifar,0.012,N17,CIFAR_P39_N17,sat,12.0293,1938.0,verinet,CIFAR_P39_N17 N17 0.012,True,1,1
7967,1941,,cifar,0.012,N34,CIFAR_P63_N34,sat,39.6733,1941.0,verinet,CIFAR_P63_N34 N34 0.012,True,1,1
7969,1943,,cifar,0.012,N2,CIFAR_P87_N2,sat,26.976,1943.0,verinet,CIFAR_P87_N2 N2 0.012,True,1,1
7970,1945,,cifar,0.012,N18,CIFAR_P15_N18,sat,6.8031,1945.0,verinet,CIFAR_P15_N18 N18 0.012,True,1,1
7972,1947,,cifar,0.012,N2,CIFAR_P48_N2,sat,9.6013,1947.0,verinet,CIFAR_P48_N2 N2 0.012,True,1,1
7973,1948,,cifar,0.012,N34,CIFAR_P9_N34,sat,7.9448,1948.0,verinet,CIFAR_P9_N34 N34 0.012,True,1,1
7974,1833,,cifar,0.012,N17,CIFAR_P36_N17,sat,13.208,1833.0,verinet,CIFAR_P36_N17 N17 0.012,True,1,1
7975,1831,,cifar,0.012,N17,CIFAR_P29_N17,sat,12.3241,1831.0,verinet,CIFAR_P29_N17 N17 0.012,True,1,1
7977,1737,,cifar,0.012,N17,CIFAR_P9_N17,sat,6.0973,1737.0,verinet,CIFAR_P9_N17 N17 0.012,True,1,1
7979,1722,,cifar,0.012,N32,CIFAR_P42_N32,sat,18.4362,1722.0,verinet,CIFAR_P42_N32 N32 0.012,True,1,1
7980,1723,,cifar,0.012,N13,CIFAR_P20_N13,sat,5.7806,1723.0,verinet,CIFAR_P20_N13 N13 0.012,True,1,1
7982,1729,,cifar,0.012,N34,CIFAR_P20_N34,sat,6.3688,1729.0,verinet,CIFAR_P20_N34 N34 0.012,True,1,1
7983,1732,,cifar,0.012,N2,CIFAR_P65_N2,unsat,77.8345,1732.0,verinet,CIFAR_P65_N2 N2 0.012,True,1,1
7986,1827,,cifar,0.012,N32,CIFAR_P87_N32,sat,6.7483,1827.0,verinet,CIFAR_P87_N32 N32 0.012,True,1,1
7987,1739,,cifar,0.012,N34,CIFAR_P88_N34,sat,6.5972,1739.0,verinet,CIFAR_P88_N34 N34 0.012,True,1,1
7988,1740,,cifar,0.012,N18,CIFAR_P67_N18,unsat,57.8548,1740.0,verinet,CIFAR_P67_N18 N18 0.012,True,1,1
7993,1751,,cifar,0.012,N42,CIFAR_P17_N42,sat,6.3132,1751.0,verinet,CIFAR_P17_N42 N42 0.012,True,1,1
7998,1678,,cifar,0.012,N2,CIFAR_P84_N2,unsat,79.5674,1678.0,verinet,CIFAR_P84_N2 N2 0.012,True,1,1
8001,1683,,cifar,0.012,N2,CIFAR_P53_N2,sat,27.2487,1683.0,verinet,CIFAR_P53_N2 N2 0.012,True,1,1
8002,1684,,cifar,0.012,N42,CIFAR_P89_N42,sat,6.4977,1684.0,verinet,CIFAR_P89_N42 N42 0.012,True,1,1
8003,1688,,cifar,0.012,N2,CIFAR_P45_N2,sat,8.992,1688.0,verinet,CIFAR_P45_N2 N2 0.012,True,1,1
8004,1692,,cifar,0.012,N13,CIFAR_P58_N13,sat,19.0877,1692.0,verinet,CIFAR_P58_N13 N13 0.012,True,1,1
8006,1696,,cifar,0.012,N15,CIFAR_P7_N15,sat,9.0635,1696.0,verinet,CIFAR_P7_N15 N15 0.012,True,1,1
8008,1699,,cifar,0.012,N17,CIFAR_P23_N17,sat,6.3547,1699.0,verinet,CIFAR_P23_N17 N17 0.012,True,1,1
8012,1715,,cifar,0.012,N34,CIFAR_P23_N34,sat,6.3011,1715.0,verinet,CIFAR_P23_N34 N34 0.012,True,1,1
8013,1753,,cifar,0.012,N32,CIFAR_P72_N32,sat,13.6684,1753.0,verinet,CIFAR_P72_N32 N32 0.012,True,1,1
8015,1756,,cifar,0.012,N2,CIFAR_P44_N2,sat,25.8895,1756.0,verinet,CIFAR_P44_N2 N2 0.012,True,1,1
8018,1800,,cifar,0.012,N32,CIFAR_P75_N32,unsat,57.1775,1800.0,verinet,CIFAR_P75_N32 N32 0.012,True,1,1
8021,1805,,cifar,0.012,N18,CIFAR_P75_N18,unsat,58.0229,1805.0,verinet,CIFAR_P75_N18 N18 0.012,True,1,1
8025,1816,,cifar,0.012,N32,CIFAR_P15_N32,sat,7.1815,1816.0,verinet,CIFAR_P15_N32 N32 0.012,True,1,1
8026,1820,,cifar,0.012,N34,CIFAR_P75_N34,unsat,58.1393,1820.0,verinet,CIFAR_P75_N34 N34 0.012,True,1,1
8029,1823,,cifar,0.012,N17,CIFAR_P49_N17,sat,35.5805,1823.0,verinet,CIFAR_P49_N17 N17 0.012,True,1,1
8031,1826,,cifar,0.012,N13,CIFAR_P6_N13,sat,6.5184,1826.0,verinet,CIFAR_P6_N13 N13 0.012,True,1,1
8033,1789,,cifar,0.012,N2,CIFAR_P81_N2,sat,8.6416,1789.0,verinet,CIFAR_P81_N2 N2 0.012,True,1,1
8034,1758,,cifar,0.012,N15,CIFAR_P9_N15,sat,8.89,1758.0,verinet,CIFAR_P9_N15 N15 0.012,True,1,1
8035,1788,,cifar,0.012,N18,CIFAR_P54_N18,sat,6.5744,1788.0,verinet,CIFAR_P54_N18 N18 0.012,True,1,1
8038,1766,,cifar,0.012,N13,CIFAR_P56_N13,sat,6.4549,1766.0,verinet,CIFAR_P56_N13 N13 0.012,True,1,1
8039,1767,,cifar,0.012,N17,CIFAR_P95_N17,sat,5.3115,1767.0,verinet,CIFAR_P95_N17 N17 0.012,True,1,1
8043,1773,,cifar,0.012,N32,CIFAR_P21_N32,sat,17.7574,1773.0,verinet,CIFAR_P21_N32 N32 0.012,True,1,1
8047,1783,,cifar,0.012,N2,CIFAR_P47_N2,sat,8.6361,1783.0,verinet,CIFAR_P47_N2 N2 0.012,True,1,1
8049,1785,,cifar,0.012,N15,CIFAR_P39_N15,sat,42.1098,1785.0,verinet,CIFAR_P39_N15 N15 0.012,True,1,1
8050,1786,,cifar,0.012,N42,CIFAR_P73_N42,sat,6.1157,1786.0,verinet,CIFAR_P73_N42 N42 0.012,True,1,1
8051,2690,,cifar,0.012,N2,CIFAR_P95_N2,sat,8.3485,2690.0,verinet,CIFAR_P95_N2 N2 0.012,True,1,1
8056,3636,,cifar,0.012,N18,CIFAR_P32_N18,sat,18.9663,3636.0,verinet,CIFAR_P32_N18 N18 0.012,True,1,1
8065,3668,,cifar,0.012,N13,CIFAR_P87_N13,sat,6.4297,3668.0,verinet,CIFAR_P87_N13 N13 0.012,True,1,1
8066,3669,,cifar,0.012,N18,CIFAR_P91_N18,sat,19.3468,3669.0,verinet,CIFAR_P91_N18 N18 0.012,True,1,1
8067,3670,,cifar,0.012,N13,CIFAR_P16_N13,sat,6.5265,3670.0,verinet,CIFAR_P16_N13 N13 0.012,True,1,1
8068,3672,,cifar,0.012,N17,CIFAR_P53_N17,sat,17.3495,3672.0,verinet,CIFAR_P53_N17 N17 0.012,True,1,1
8069,3673,,cifar,0.012,N4,CIFAR_P52_N4,sat,7.2184,3673.0,verinet,CIFAR_P52_N4 N4 0.012,True,1,1
8072,3629,,cifar,0.012,N42,CIFAR_P32_N42,sat,17.1563,3629.0,verinet,CIFAR_P32_N42 N42 0.012,True,1,1
8073,3628,,cifar,0.012,N2,CIFAR_P29_N2,sat,9.4454,3628.0,verinet,CIFAR_P29_N2 N2 0.012,True,1,1
8074,3625,,cifar,0.012,N34,CIFAR_P0_N34,sat,19.6802,3625.0,verinet,CIFAR_P0_N34 N34 0.012,True,1,1
8076,3588,,cifar,0.012,N34,CIFAR_P30_N34,sat,31.0071,3588.0,verinet,CIFAR_P30_N34 N34 0.012,True,1,1
8080,3604,,cifar,0.012,N15,CIFAR_P81_N15,sat,8.6847,3604.0,verinet,CIFAR_P81_N15 N15 0.012,True,1,1
8085,3615,,cifar,0.012,N34,CIFAR_P96_N34,sat,6.7827,3615.0,verinet,CIFAR_P96_N34 N34 0.012,True,1,1
8087,3617,,cifar,0.012,N32,CIFAR_P33_N32,sat,6.4456,3617.0,verinet,CIFAR_P33_N32 N32 0.012,True,1,1
8088,3619,,cifar,0.012,N13,CIFAR_P62_N13,sat,18.8201,3619.0,verinet,CIFAR_P62_N13 N13 0.012,True,1,1
8090,3679,,cifar,0.012,N17,CIFAR_P99_N17,sat,6.1495,3679.0,verinet,CIFAR_P99_N17 N17 0.012,True,1,1
8091,3685,,cifar,0.012,N32,CIFAR_P29_N32,sat,6.5878,3685.0,verinet,CIFAR_P29_N32 N32 0.012,True,1,1
8095,3743,,cifar,0.012,N13,CIFAR_P38_N13,sat,6.7979,3743.0,verinet,CIFAR_P38_N13 N13 0.012,True,1,1
8097,3745,,cifar,0.012,N17,CIFAR_P76_N17,sat,6.0523,3745.0,verinet,CIFAR_P76_N17 N17 0.012,True,1,1
8098,3746,,cifar,0.012,N15,CIFAR_P8_N15,sat,18.9974,3746.0,verinet,CIFAR_P8_N15 N15 0.012,True,1,1
8099,3747,,cifar,0.012,N15,CIFAR_P26_N15,sat,69.436,3747.0,verinet,CIFAR_P26_N15 N15 0.012,True,1,1
8102,3688,,cifar,0.012,N18,CIFAR_P34_N18,sat,6.7845,3688.0,verinet,CIFAR_P34_N18 N18 0.012,True,1,1
8103,3759,,cifar,0.012,N42,CIFAR_P35_N42,unsat,50.9008,3759.0,verinet,CIFAR_P35_N42 N42 0.012,True,1,1
8104,3761,,cifar,0.012,N13,CIFAR_P4_N13,sat,7.0223,3761.0,verinet,CIFAR_P4_N13 N13 0.012,True,1,1
8108,3773,,cifar,0.012,N34,CIFAR_P55_N34,sat,12.2307,3773.0,verinet,CIFAR_P55_N34 N34 0.012,True,1,1
8109,3774,,cifar,0.012,N17,CIFAR_P89_N17,sat,5.6817,3774.0,verinet,CIFAR_P89_N17 N17 0.012,True,1,1
8110,3741,,cifar,0.012,N15,CIFAR_P51_N15,sat,9.0401,3741.0,verinet,CIFAR_P51_N15 N15 0.012,True,1,1
8112,3736,,cifar,0.012,N13,CIFAR_P66_N13,sat,6.7905,3736.0,verinet,CIFAR_P66_N13 N13 0.012,True,1,1
8114,3691,,cifar,0.012,N18,CIFAR_P7_N18,sat,18.2922,3691.0,verinet,CIFAR_P7_N18 N18 0.012,True,1,1
8116,3696,,cifar,0.012,N2,CIFAR_P22_N2,sat,35.8422,3696.0,verinet,CIFAR_P22_N2 N2 0.012,True,1,1
8117,3697,,cifar,0.012,N2,CIFAR_P13_N2,sat,17.7182,3697.0,verinet,CIFAR_P13_N2 N2 0.012,True,1,1
8121,3707,,cifar,0.012,N18,CIFAR_P23_N18,sat,12.64,3707.0,verinet,CIFAR_P23_N18 N18 0.012,True,1,1
8123,3716,,cifar,0.012,N32,CIFAR_P84_N32,unsat,54.9896,3716.0,verinet,CIFAR_P84_N32 N32 0.012,True,1,1
8125,3724,,cifar,0.012,N15,CIFAR_P90_N15,sat,43.7645,3724.0,verinet,CIFAR_P90_N15 N15 0.012,True,1,1
8128,3733,,cifar,0.012,N13,CIFAR_P50_N13,sat,6.0349,3733.0,verinet,CIFAR_P50_N13 N13 0.012,True,1,1
8129,3585,,cifar,0.012,N42,CIFAR_P76_N42,sat,5.6821,3585.0,verinet,CIFAR_P76_N42 N42 0.012,True,1,1
8130,3581,,cifar,0.012,N34,CIFAR_P17_N34,sat,6.9292,3581.0,verinet,CIFAR_P17_N34 N34 0.012,True,1,1
8132,3457,,cifar,0.012,N42,CIFAR_P80_N42,sat,6.112,3457.0,verinet,CIFAR_P80_N42 N42 0.012,True,1,1
8133,3441,,cifar,0.012,N17,CIFAR_P91_N17,sat,12.4282,3441.0,verinet,CIFAR_P91_N17 N17 0.012,True,1,1
8134,3445,,cifar,0.012,N32,CIFAR_P28_N32,sat,6.8223,3445.0,verinet,CIFAR_P28_N32 N32 0.012,True,1,1
8135,3446,,cifar,0.012,N32,CIFAR_P90_N32,sat,18.911,3446.0,verinet,CIFAR_P90_N32 N32 0.012,True,1,1
8137,3448,,cifar,0.012,N32,CIFAR_P99_N32,sat,7.1754,3448.0,verinet,CIFAR_P99_N32 N32 0.012,True,1,1
8139,3452,,cifar,0.012,N13,CIFAR_P26_N13,sat,42.518,3452.0,verinet,CIFAR_P26_N13 N13 0.012,True,1,1
8151,3430,,cifar,0.012,N15,CIFAR_P45_N15,sat,8.7284,3430.0,verinet,CIFAR_P45_N15 N15 0.012,True,1,1
8154,3406,,cifar,0.012,N32,CIFAR_P71_N32,sat,12.9208,3406.0,verinet,CIFAR_P71_N32 N32 0.012,True,1,1
8155,3408,,cifar,0.012,N13,CIFAR_P63_N13,sat,12.6513,3408.0,verinet,CIFAR_P63_N13 N13 0.012,True,1,1
8158,3411,,cifar,0.012,N13,CIFAR_P12_N13,sat,12.9461,3411.0,verinet,CIFAR_P12_N13 N13 0.012,True,1,1
8159,3412,,cifar,0.012,N15,CIFAR_P92_N15,sat,16.7385,3412.0,verinet,CIFAR_P92_N15 N15 0.012,True,1,1
8163,3418,,cifar,0.012,N17,CIFAR_P55_N17,sat,12.0946,3418.0,verinet,CIFAR_P55_N17 N17 0.012,True,1,1
8164,3420,,cifar,0.012,N13,CIFAR_P89_N13,sat,6.8951,3420.0,verinet,CIFAR_P89_N13 N13 0.012,True,1,1
