,Unnamed: 0,0,Dataset,Epsilon,Image,Network,Result,TotalTime,Unnamed: 0.1,Unnamed: 0.1.1,Verifier,instance,score,solved,solved_bool
173,5960,,,0.012,46.0,cifar_deep_kw_simp.onnx,sat,25.131,1946.0,,eran,46.0 cifar_deep_kw_simp.onnx 0.012,1,1,True
174,5964,,,0.012,46.0,cifar_wide_kw.onnx,unsat,12.809,1746.0,,eran,46.0 cifar_wide_kw.onnx 0.012,1,1,True
175,6059,,CIFAR,0.012,47.0,cifar10_8_255.onnx,sat,11.38658094406128,1283.0,47.0,bab,47.0 cifar10_8_255.onnx 0.012,1,1,True
176,6061,,CIFAR,0.012,47.0,cifar10_8_255_simplified.onnx,sat,10.75034499168396,1296.0,47.0,bab,47.0 cifar10_8_255_simplified.onnx 0.012,1,1,True
177,6235,,,0.012,48.0,cifar_base_kw_simp.onnx,sat,5.839,2948.0,,eran,48.0 cifar_base_kw_simp.onnx 0.012,1,1,True
178,11706,,,0.012,82.0,cifar_base_kw_simp.onnx,unsat,0.819,2982.0,,eran,82.0 cifar_base_kw_simp.onnx 0.012,1,1,True
179,6154,,CIFAR,0.012,47.0,convSmallRELU__PGDK.onnx,sat,2.4848992824554443,1263.0,47.0,bab,47.0 convSmallRELU__PGDK.onnx 0.012,1,1,True
180,11713,,,0.012,82.0,cifar_deep_kw.onnx,unsat,2.045,1082.0,,eran,82.0 cifar_deep_kw.onnx 0.012,1,1,True
181,6160,,CIFAR,0.012,47.0,convSmallRELU__Point.onnx,sat,2.5173912048339844,1266.0,47.0,bab,47.0 convSmallRELU__Point.onnx 0.012,1,1,True
182,6161,,,0.012,47.0,convSmallRELU__Point.onnx,unsat,1.052,3147.0,,eran,47.0 convSmallRELU__Point.onnx 0.012,1,1,True
183,6162,,CIFAR,0.012,47.0,ffnnRELU__PGDK_w_0.0078_6_500.onnx,sat,4.1003854274749765,1275.0,47.0,bab,47.0 ffnnRELU__PGDK_w_0.0078_6_500.onnx 0.012,1,1,True
