,mnist standalone 0.012,mnist absolute marginal contribution 0.012,mnist relative marginal contribution 0.012,mnist shapley values 0.012,mnist number solved0.012,mnist Average runtime 0.012,mnist All runtime 0.012
marabou,5,5,1.0,5.0,5,56.73064000000001,56.73064000000001
