,0,Dataset,Epsilon,Image,Network,Result,TotalTime,Unnamed: 0,Unnamed: 0.1,Verifier,instance,score,solved,solved_bool
22817,,,0.012,26.0,cifar_conv_maxpool.onnx,unsat,23.185,3726.0,,eran,26.0 cifar_conv_maxpool.onnx 0.012,1,1,True
5013,,,0.025,12.0,cifar_conv_maxpool.onnx,unsat,23.226,3712.0,,eran,12.0 cifar_conv_maxpool.onnx 0.025,1,1,True
14502,,,0.005,2.0,cifar_conv_maxpool.onnx,unsat,21.597,3702.0,,eran,2.0 cifar_conv_maxpool.onnx 0.005,1,1,True
267,,,0.04,0.0,cifar_conv_maxpool.onnx,unsat,27.18,3700.0,,eran,0.0 cifar_conv_maxpool.onnx 0.04,1,1,True
18075,,,0.012,22.0,cifar_conv_maxpool.onnx,unsat,21.627,3722.0,,eran,22.0 cifar_conv_maxpool.onnx 0.012,1,1,True
22819,,,0.02,26.0,cifar_conv_maxpool.onnx,unsat,23.267,3726.0,,eran,26.0 cifar_conv_maxpool.onnx 0.02,1,1,True
22825,,,0.03,26.0,cifar_conv_maxpool.onnx,unsat,23.171,3726.0,,eran,26.0 cifar_conv_maxpool.onnx 0.03,1,1,True
6205,,,0.03,13.0,cifar_conv_maxpool.onnx,unsat,23.916,3713.0,,eran,13.0 cifar_conv_maxpool.onnx 0.03,1,1,True
13311,,,0.004,19.0,cifar_conv_maxpool.onnx,unsat,659.798,3719.0,,eran,19.0 cifar_conv_maxpool.onnx 0.004,1,1,True
21634,,,0.025,25.0,cifar_conv_maxpool.onnx,unsat,28.163,3725.0,,eran,25.0 cifar_conv_maxpool.onnx 0.025,1,1,True
18074,,,0.01,22.0,cifar_conv_maxpool.onnx,unsat,21.82,3722.0,,eran,22.0 cifar_conv_maxpool.onnx 0.01,1,1,True
265,,,0.03,0.0,cifar_conv_maxpool.onnx,unsat,26.875,3700.0,,eran,0.0 cifar_conv_maxpool.onnx 0.03,1,1,True
5012,,,0.02,12.0,cifar_conv_maxpool.onnx,unsat,23.179,3712.0,,eran,12.0 cifar_conv_maxpool.onnx 0.02,1,1,True
22822,,,0.025,26.0,cifar_conv_maxpool.onnx,unsat,23.156,3726.0,,eran,26.0 cifar_conv_maxpool.onnx 0.025,1,1,True
6203,,,0.025,13.0,cifar_conv_maxpool.onnx,unsat,23.737,3713.0,,eran,13.0 cifar_conv_maxpool.onnx 0.025,1,1,True
14516,,,0.02,2.0,cifar_conv_maxpool.onnx,unsat,21.43,3702.0,,eran,2.0 cifar_conv_maxpool.onnx 0.02,1,1,True
19241,,,0.004,23.0,cifar_conv_maxpool.onnx,unsat,795.371,3723.0,,eran,23.0 cifar_conv_maxpool.onnx 0.004,1,1,True
14518,,,0.025,2.0,cifar_conv_maxpool.onnx,unsat,21.538,3702.0,,eran,2.0 cifar_conv_maxpool.onnx 0.025,1,1,True
10949,,,0.012,17.0,cifar_conv_maxpool.onnx,unsat,23.387,3717.0,,eran,17.0 cifar_conv_maxpool.onnx 0.012,1,1,True
16880,,,0.005,21.0,cifar_conv_maxpool.onnx,unsat,889.59,3721.0,,eran,21.0 cifar_conv_maxpool.onnx 0.005,1,1,True
19244,,,0.005,23.0,cifar_conv_maxpool.onnx,unsat,866.667,3723.0,,eran,23.0 cifar_conv_maxpool.onnx 0.005,1,1,True
13317,,,0.008,19.0,cifar_conv_maxpool.onnx,unsat,1359.196,3719.0,,eran,19.0 cifar_conv_maxpool.onnx 0.008,1,1,True
18080,,,0.02,22.0,cifar_conv_maxpool.onnx,unsat,21.663,3722.0,,eran,22.0 cifar_conv_maxpool.onnx 0.02,1,1,True
10944,,,0.01,17.0,cifar_conv_maxpool.onnx,unsat,23.91,3717.0,,eran,17.0 cifar_conv_maxpool.onnx 0.01,1,1,True
21616,,,0.004,25.0,cifar_conv_maxpool.onnx,unsat,28.423,3725.0,,eran,25.0 cifar_conv_maxpool.onnx 0.004,1,1,True
14507,,,0.008,2.0,cifar_conv_maxpool.onnx,unsat,21.337,3702.0,,eran,2.0 cifar_conv_maxpool.onnx 0.008,1,1,True
18082,,,0.025,22.0,cifar_conv_maxpool.onnx,unsat,21.809,3722.0,,eran,22.0 cifar_conv_maxpool.onnx 0.025,1,1,True
14508,,,0.01,2.0,cifar_conv_maxpool.onnx,unsat,21.454,3702.0,,eran,2.0 cifar_conv_maxpool.onnx 0.01,1,1,True
21641,,,0.04,25.0,cifar_conv_maxpool.onnx,unsat,28.254,3725.0,,eran,25.0 cifar_conv_maxpool.onnx 0.04,1,1,True
10935,,,0.004,17.0,cifar_conv_maxpool.onnx,unsat,23.608,3717.0,,eran,17.0 cifar_conv_maxpool.onnx 0.004,1,1,True
1442,,,0.01,1.0,cifar_conv_maxpool.onnx,unsat,1397.854,3701.0,,eran,1.0 cifar_conv_maxpool.onnx 0.01,1,1,True
7376,,,0.005,14.0,cifar_conv_maxpool.onnx,unsat,744.376,3714.0,,eran,14.0 cifar_conv_maxpool.onnx 0.005,1,1,True
9751,,,0.005,16.0,cifar_conv_maxpool.onnx,unsat,981.813,3716.0,,eran,16.0 cifar_conv_maxpool.onnx 0.005,1,1,True
21618,,,0.005,25.0,cifar_conv_maxpool.onnx,unsat,28.234,3725.0,,eran,25.0 cifar_conv_maxpool.onnx 0.005,1,1,True
14511,,,0.012,2.0,cifar_conv_maxpool.onnx,unsat,21.43,3702.0,,eran,2.0 cifar_conv_maxpool.onnx 0.012,1,1,True
22805,,,0.004,26.0,cifar_conv_maxpool.onnx,unsat,23.418,3726.0,,eran,26.0 cifar_conv_maxpool.onnx 0.004,1,1,True
10939,,,0.005,17.0,cifar_conv_maxpool.onnx,unsat,23.42,3717.0,,eran,17.0 cifar_conv_maxpool.onnx 0.005,1,1,True
7373,,,0.004,14.0,cifar_conv_maxpool.onnx,unsat,652.194,3714.0,,eran,14.0 cifar_conv_maxpool.onnx 0.004,1,1,True
22806,,,0.005,26.0,cifar_conv_maxpool.onnx,unsat,23.25,3726.0,,eran,26.0 cifar_conv_maxpool.onnx 0.005,1,1,True
18086,,,0.03,22.0,cifar_conv_maxpool.onnx,unsat,21.742,3722.0,,eran,22.0 cifar_conv_maxpool.onnx 0.03,1,1,True
9748,,,0.004,16.0,cifar_conv_maxpool.onnx,unsat,863.263,3716.0,,eran,16.0 cifar_conv_maxpool.onnx 0.004,1,1,True
10941,,,0.008,17.0,cifar_conv_maxpool.onnx,unsat,23.392,3717.0,,eran,17.0 cifar_conv_maxpool.onnx 0.008,1,1,True
22809,,,0.008,26.0,cifar_conv_maxpool.onnx,unsat,23.119,3726.0,,eran,26.0 cifar_conv_maxpool.onnx 0.008,1,1,True
1437,,,0.008,1.0,cifar_conv_maxpool.onnx,unsat,1155.386,3701.0,,eran,1.0 cifar_conv_maxpool.onnx 0.008,1,1,True
5016,,,0.03,12.0,cifar_conv_maxpool.onnx,unsat,23.384,3712.0,,eran,12.0 cifar_conv_maxpool.onnx 0.03,1,1,True
2631,,,0.012,10.0,cifar_conv_maxpool.onnx,unsat,1624.88,3710.0,,eran,10.0 cifar_conv_maxpool.onnx 0.012,1,1,True
8560,,,0.004,15.0,cifar_conv_maxpool.onnx,unsat,664.75,3715.0,,eran,15.0 cifar_conv_maxpool.onnx 0.004,1,1,True
1435,,,0.005,1.0,cifar_conv_maxpool.onnx,unsat,850.821,3701.0,,eran,1.0 cifar_conv_maxpool.onnx 0.005,1,1,True
16884,,,0.01,21.0,cifar_conv_maxpool.onnx,unsat,1378.382,3721.0,,eran,21.0 cifar_conv_maxpool.onnx 0.01,1,1,True
6209,,,0.04,13.0,cifar_conv_maxpool.onnx,unsat,23.567,3713.0,,eran,13.0 cifar_conv_maxpool.onnx 0.04,1,1,True
5021,,,0.04,12.0,cifar_conv_maxpool.onnx,unsat,23.316,3712.0,,eran,12.0 cifar_conv_maxpool.onnx 0.04,1,1,True
8567,,,0.008,15.0,cifar_conv_maxpool.onnx,unsat,897.173,3715.0,,eran,15.0 cifar_conv_maxpool.onnx 0.008,1,1,True
15698,,,0.01,20.0,cifar_conv_maxpool.onnx,unsat,1297.264,3720.0,,eran,20.0 cifar_conv_maxpool.onnx 0.01,1,1,True
10950,,,0.02,17.0,cifar_conv_maxpool.onnx,unsat,23.577,3717.0,,eran,17.0 cifar_conv_maxpool.onnx 0.02,1,1,True
5006,,,0.01,12.0,cifar_conv_maxpool.onnx,unsat,23.477,3712.0,,eran,12.0 cifar_conv_maxpool.onnx 0.01,1,1,True
18069,,,0.008,22.0,cifar_conv_maxpool.onnx,unsat,21.612,3722.0,,eran,22.0 cifar_conv_maxpool.onnx 0.008,1,1,True
261,,,0.025,0.0,cifar_conv_maxpool.onnx,unsat,26.971,3700.0,,eran,0.0 cifar_conv_maxpool.onnx 0.025,1,1,True
12137,,,0.012,18.0,cifar_conv_maxpool.onnx,unsat,1483.895,3718.0,,eran,18.0 cifar_conv_maxpool.onnx 0.012,1,1,True
6192,,,0.01,13.0,cifar_conv_maxpool.onnx,unsat,23.99,3713.0,,eran,13.0 cifar_conv_maxpool.onnx 0.01,1,1,True
16876,,,0.004,21.0,cifar_conv_maxpool.onnx,unsat,684.444,3721.0,,eran,21.0 cifar_conv_maxpool.onnx 0.004,1,1,True
18068,,,0.005,22.0,cifar_conv_maxpool.onnx,unsat,21.687,3722.0,,eran,22.0 cifar_conv_maxpool.onnx 0.005,1,1,True
6198,,,0.02,13.0,cifar_conv_maxpool.onnx,unsat,23.616,3713.0,,eran,13.0 cifar_conv_maxpool.onnx 0.02,1,1,True
252,,,0.01,0.0,cifar_conv_maxpool.onnx,unsat,26.989,3700.0,,eran,0.0 cifar_conv_maxpool.onnx 0.01,1,1,True
21626,,,0.01,25.0,cifar_conv_maxpool.onnx,unsat,28.618,3725.0,,eran,25.0 cifar_conv_maxpool.onnx 0.01,1,1,True
15690,,,0.005,20.0,cifar_conv_maxpool.onnx,unsat,690.936,3720.0,,eran,20.0 cifar_conv_maxpool.onnx 0.005,1,1,True
10961,,,0.04,17.0,cifar_conv_maxpool.onnx,unsat,23.541,3717.0,,eran,17.0 cifar_conv_maxpool.onnx 0.04,1,1,True
23995,,,0.005,27.0,cifar_conv_maxpool.onnx,unsat,681.294,3727.0,,eran,27.0 cifar_conv_maxpool.onnx 0.005,1,1,True
5001,,,0.008,12.0,cifar_conv_maxpool.onnx,unsat,23.125,3712.0,,eran,12.0 cifar_conv_maxpool.onnx 0.008,1,1,True
2620,,,0.004,10.0,cifar_conv_maxpool.onnx,unsat,646.58,3710.0,,eran,10.0 cifar_conv_maxpool.onnx 0.004,1,1,True
18063,,,0.004,22.0,cifar_conv_maxpool.onnx,unsat,21.913,3722.0,,eran,22.0 cifar_conv_maxpool.onnx 0.004,1,1,True
6195,,,0.012,13.0,cifar_conv_maxpool.onnx,unsat,23.732,3713.0,,eran,13.0 cifar_conv_maxpool.onnx 0.012,1,1,True
249,,,0.008,0.0,cifar_conv_maxpool.onnx,unsat,27.293,3700.0,,eran,0.0 cifar_conv_maxpool.onnx 0.008,1,1,True
2623,,,0.005,10.0,cifar_conv_maxpool.onnx,unsat,784.504,3710.0,,eran,10.0 cifar_conv_maxpool.onnx 0.005,1,1,True
8571,,,0.012,15.0,cifar_conv_maxpool.onnx,unsat,1337.329,3715.0,,eran,15.0 cifar_conv_maxpool.onnx 0.012,1,1,True
12125,,,0.004,18.0,cifar_conv_maxpool.onnx,unsat,708.64,3718.0,,eran,18.0 cifar_conv_maxpool.onnx 0.004,1,1,True
12126,,,0.005,18.0,cifar_conv_maxpool.onnx,unsat,786.414,3718.0,,eran,18.0 cifar_conv_maxpool.onnx 0.005,1,1,True
15688,,,0.004,20.0,cifar_conv_maxpool.onnx,unsat,660.958,3720.0,,eran,20.0 cifar_conv_maxpool.onnx 0.004,1,1,True
12130,,,0.008,18.0,cifar_conv_maxpool.onnx,unsat,1256.836,3718.0,,eran,18.0 cifar_conv_maxpool.onnx 0.008,1,1,True
20430,,,0.005,24.0,cifar_conv_maxpool.onnx,unsat,752.483,3724.0,,eran,24.0 cifar_conv_maxpool.onnx 0.005,1,1,True
246,,,0.005,0.0,cifar_conv_maxpool.onnx,unsat,26.951,3700.0,,eran,0.0 cifar_conv_maxpool.onnx 0.005,1,1,True
20429,,,0.004,24.0,cifar_conv_maxpool.onnx,unsat,681.45,3724.0,,eran,24.0 cifar_conv_maxpool.onnx 0.004,1,1,True
6191,,,0.008,13.0,cifar_conv_maxpool.onnx,unsat,23.511,3713.0,,eran,13.0 cifar_conv_maxpool.onnx 0.008,1,1,True
5000,,,0.005,12.0,cifar_conv_maxpool.onnx,unsat,23.355,3712.0,,eran,12.0 cifar_conv_maxpool.onnx 0.005,1,1,True
14520,,,0.03,2.0,cifar_conv_maxpool.onnx,unsat,21.47,3702.0,,eran,2.0 cifar_conv_maxpool.onnx 0.03,1,1,True
5009,,,0.012,12.0,cifar_conv_maxpool.onnx,unsat,23.189,3712.0,,eran,12.0 cifar_conv_maxpool.onnx 0.012,1,1,True
260,,,0.02,0.0,cifar_conv_maxpool.onnx,unsat,27.398,3700.0,,eran,0.0 cifar_conv_maxpool.onnx 0.02,1,1,True
21632,,,0.02,25.0,cifar_conv_maxpool.onnx,unsat,28.465,3725.0,,eran,25.0 cifar_conv_maxpool.onnx 0.02,1,1,True
20440,,,0.012,24.0,cifar_conv_maxpool.onnx,unsat,1620.702,3724.0,,eran,24.0 cifar_conv_maxpool.onnx 0.012,1,1,True
6186,,,0.005,13.0,cifar_conv_maxpool.onnx,unsat,23.6,3713.0,,eran,13.0 cifar_conv_maxpool.onnx 0.005,1,1,True
10953,,,0.025,17.0,cifar_conv_maxpool.onnx,unsat,23.7,3717.0,,eran,17.0 cifar_conv_maxpool.onnx 0.025,1,1,True
22829,,,0.04,26.0,cifar_conv_maxpool.onnx,unsat,23.646,3726.0,,eran,26.0 cifar_conv_maxpool.onnx 0.04,1,1,True
8569,,,0.01,15.0,cifar_conv_maxpool.onnx,unsat,1144.182,3715.0,,eran,15.0 cifar_conv_maxpool.onnx 0.01,1,1,True
257,,,0.012,0.0,cifar_conv_maxpool.onnx,unsat,26.762,3700.0,,eran,0.0 cifar_conv_maxpool.onnx 0.012,1,1,True
23991,,,0.004,27.0,cifar_conv_maxpool.onnx,unsat,674.554,3727.0,,eran,27.0 cifar_conv_maxpool.onnx 0.004,1,1,True
21621,,,0.008,25.0,cifar_conv_maxpool.onnx,unsat,27.98,3725.0,,eran,25.0 cifar_conv_maxpool.onnx 0.008,1,1,True
1445,,,0.012,1.0,cifar_conv_maxpool.onnx,unsat,1423.935,3701.0,,eran,1.0 cifar_conv_maxpool.onnx 0.012,1,1,True
21629,,,0.012,25.0,cifar_conv_maxpool.onnx,unsat,28.292,3725.0,,eran,25.0 cifar_conv_maxpool.onnx 0.012,1,1,True
14499,,,0.004,2.0,cifar_conv_maxpool.onnx,unsat,22.009,3702.0,,eran,2.0 cifar_conv_maxpool.onnx 0.004,1,1,True
14523,,,0.04,2.0,cifar_conv_maxpool.onnx,unsat,21.295,3702.0,,eran,2.0 cifar_conv_maxpool.onnx 0.04,1,1,True
10956,,,0.03,17.0,cifar_conv_maxpool.onnx,unsat,23.685,3717.0,,eran,17.0 cifar_conv_maxpool.onnx 0.03,1,1,True
88118,,,0.008,76.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3776.0,,bab,76.0 cifar_conv_maxpool.onnx 0.008,0,0,False
88117,,,0.008,76.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3776.0,,abcrown,76.0 cifar_conv_maxpool.onnx 0.008,0,0,False
88122,,,0.012,76.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3776.0,,abcrown,76.0 cifar_conv_maxpool.onnx 0.012,0,0,False
88119,,,0.01,76.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3776.0,,abcrown,76.0 cifar_conv_maxpool.onnx 0.01,0,0,False
88123,,,0.012,76.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3776.0,,bab,76.0 cifar_conv_maxpool.onnx 0.012,0,0,False
88120,,,0.01,76.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3776.0,,bab,76.0 cifar_conv_maxpool.onnx 0.01,0,0,False
88111,,,0.004,76.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3776.0,,bab,76.0 cifar_conv_maxpool.onnx 0.004,0,0,False
88115,,,0.005,76.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3776.0,,bab,76.0 cifar_conv_maxpool.onnx 0.005,0,0,False
88110,,,0.004,76.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3776.0,,abcrown,76.0 cifar_conv_maxpool.onnx 0.004,0,0,False
88114,,,0.005,76.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3776.0,,abcrown,76.0 cifar_conv_maxpool.onnx 0.005,0,0,False
8561,,,0.004,15.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3715.0,,abcrown,15.0 cifar_conv_maxpool.onnx 0.004,0,0,False
85743,,,0.01,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,bab,74.0 cifar_conv_maxpool.onnx 0.01,0,0,False
8568,,,0.01,15.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3715.0,,bab,15.0 cifar_conv_maxpool.onnx 0.01,0,0,False
85741,,,0.008,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,abcrown,74.0 cifar_conv_maxpool.onnx 0.008,0,0,False
85740,,,0.008,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,bab,74.0 cifar_conv_maxpool.onnx 0.008,0,0,False
85739,,,0.005,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,abcrown,74.0 cifar_conv_maxpool.onnx 0.005,0,0,False
85737,,,0.005,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,bab,74.0 cifar_conv_maxpool.onnx 0.005,0,0,False
85736,,,0.004,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,bab,74.0 cifar_conv_maxpool.onnx 0.004,0,0,False
85735,,,0.004,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,abcrown,74.0 cifar_conv_maxpool.onnx 0.004,0,0,False
8570,,,0.01,15.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3715.0,,abcrown,15.0 cifar_conv_maxpool.onnx 0.01,0,0,False
84560,,,0.012,73.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3773.0,,abcrown,73.0 cifar_conv_maxpool.onnx 0.012,0,0,False
84559,,,0.012,73.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3773.0,,bab,73.0 cifar_conv_maxpool.onnx 0.012,0,0,False
84557,,,0.01,73.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3773.0,,bab,73.0 cifar_conv_maxpool.onnx 0.01,0,0,False
84556,,,0.01,73.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3773.0,,abcrown,73.0 cifar_conv_maxpool.onnx 0.01,0,0,False
8572,,,0.012,15.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3715.0,,bab,15.0 cifar_conv_maxpool.onnx 0.012,0,0,False
8573,,,0.012,15.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3715.0,,abcrown,15.0 cifar_conv_maxpool.onnx 0.012,0,0,False
85745,,,0.01,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,abcrown,74.0 cifar_conv_maxpool.onnx 0.01,0,0,False
85746,,,0.012,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,bab,74.0 cifar_conv_maxpool.onnx 0.012,0,0,False
8566,,,0.008,15.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3715.0,,bab,15.0 cifar_conv_maxpool.onnx 0.008,0,0,False
86926,,,0.005,75.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3775.0,,bab,75.0 cifar_conv_maxpool.onnx 0.005,0,0,False
86935,,,0.012,75.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3775.0,,abcrown,75.0 cifar_conv_maxpool.onnx 0.012,0,0,False
86934,,,0.012,75.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3775.0,,bab,75.0 cifar_conv_maxpool.onnx 0.012,0,0,False
86932,,,0.01,75.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3775.0,,bab,75.0 cifar_conv_maxpool.onnx 0.01,0,0,False
86931,,,0.01,75.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3775.0,,abcrown,75.0 cifar_conv_maxpool.onnx 0.01,0,0,False
8559,,,0.004,15.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3715.0,,bab,15.0 cifar_conv_maxpool.onnx 0.004,0,0,False
86929,,,0.008,75.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3775.0,,abcrown,75.0 cifar_conv_maxpool.onnx 0.008,0,0,False
86928,,,0.008,75.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3775.0,,bab,75.0 cifar_conv_maxpool.onnx 0.008,0,0,False
86927,,,0.005,75.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3775.0,,abcrown,75.0 cifar_conv_maxpool.onnx 0.005,0,0,False
86924,,,0.004,75.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3775.0,,bab,75.0 cifar_conv_maxpool.onnx 0.004,0,0,False
85748,,,0.012,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,abcrown,74.0 cifar_conv_maxpool.onnx 0.012,0,0,False
86922,,,0.004,75.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3775.0,,abcrown,75.0 cifar_conv_maxpool.onnx 0.004,0,0,False
85760,,,0.04,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,bab,74.0 cifar_conv_maxpool.onnx 0.04,0,0,False
85759,,,0.04,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,abcrown,74.0 cifar_conv_maxpool.onnx 0.04,0,0,False
85757,,,0.03,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,bab,74.0 cifar_conv_maxpool.onnx 0.03,0,0,False
85756,,,0.03,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,abcrown,74.0 cifar_conv_maxpool.onnx 0.03,0,0,False
8563,,,0.005,15.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3715.0,,abcrown,15.0 cifar_conv_maxpool.onnx 0.005,0,0,False
85754,,,0.025,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,abcrown,74.0 cifar_conv_maxpool.onnx 0.025,0,0,False
85753,,,0.025,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,bab,74.0 cifar_conv_maxpool.onnx 0.025,0,0,False
8564,,,0.005,15.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3715.0,,bab,15.0 cifar_conv_maxpool.onnx 0.005,0,0,False
85751,,,0.02,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,bab,74.0 cifar_conv_maxpool.onnx 0.02,0,0,False
8565,,,0.008,15.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3715.0,,abcrown,15.0 cifar_conv_maxpool.onnx 0.008,0,0,False
85749,,,0.02,74.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3774.0,,abcrown,74.0 cifar_conv_maxpool.onnx 0.02,0,0,False
23998,,,0.008,27.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3727.0,,bab,27.0 cifar_conv_maxpool.onnx 0.008,0,0,False
92873,,,0.01,8.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3708.0,,bab,8.0 cifar_conv_maxpool.onnx 0.01,0,0,False
92871,,,0.01,8.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3708.0,,abcrown,8.0 cifar_conv_maxpool.onnx 0.01,0,0,False
6200,,,0.02,13.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3713.0,,bab,13.0 cifar_conv_maxpool.onnx 0.02,0,0,False
92869,,,0.008,8.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3708.0,,abcrown,8.0 cifar_conv_maxpool.onnx 0.008,0,0,False
92868,,,0.008,8.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3708.0,,bab,8.0 cifar_conv_maxpool.onnx 0.008,0,0,False
92867,,,0.005,8.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3708.0,,abcrown,8.0 cifar_conv_maxpool.onnx 0.005,0,0,False
6201,,,0.025,13.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3713.0,,abcrown,13.0 cifar_conv_maxpool.onnx 0.025,0,0,False
92865,,,0.005,8.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3708.0,,bab,8.0 cifar_conv_maxpool.onnx 0.005,0,0,False
92864,,,0.004,8.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3708.0,,abcrown,8.0 cifar_conv_maxpool.onnx 0.004,0,0,False
6202,,,0.025,13.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3713.0,,bab,13.0 cifar_conv_maxpool.onnx 0.025,0,0,False
92862,,,0.004,8.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3708.0,,bab,8.0 cifar_conv_maxpool.onnx 0.004,0,0,False
91700,,,0.04,79.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3779.0,,abcrown,79.0 cifar_conv_maxpool.onnx 0.04,0,0,False
91699,,,0.04,79.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3779.0,,bab,79.0 cifar_conv_maxpool.onnx 0.04,0,0,False
6204,,,0.03,13.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3713.0,,abcrown,13.0 cifar_conv_maxpool.onnx 0.03,0,0,False
91696,,,0.03,79.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3779.0,,abcrown,79.0 cifar_conv_maxpool.onnx 0.03,0,0,False
91695,,,0.03,79.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3779.0,,bab,79.0 cifar_conv_maxpool.onnx 0.03,0,0,False
91693,,,0.025,79.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3779.0,,bab,79.0 cifar_conv_maxpool.onnx 0.025,0,0,False
91692,,,0.025,79.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3779.0,,abcrown,79.0 cifar_conv_maxpool.onnx 0.025,0,0,False
91691,,,0.02,79.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3779.0,,bab,79.0 cifar_conv_maxpool.onnx 0.02,0,0,False
91690,,,0.02,79.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3779.0,,abcrown,79.0 cifar_conv_maxpool.onnx 0.02,0,0,False
6206,,,0.03,13.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3713.0,,bab,13.0 cifar_conv_maxpool.onnx 0.03,0,0,False
6207,,,0.04,13.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3713.0,,abcrown,13.0 cifar_conv_maxpool.onnx 0.04,0,0,False
91687,,,0.012,79.0,cifar_conv_maxpool.onnx,time-out or unsolved,3600.0,3779.0,,abcrown,79.0 cifar_conv_maxpool.onnx 0.012,0,0,False
